fm_fund_history_id ,fm_id,fund_id,vintage_year,region,sector,strategy,fund_size_amt,fund_currency,target_fund_size_amt,target_fund_size_currency
17656,19413,44746,2018,North America,TMT,Buyout / Corporate Private Equity,310000000.0,USD,310000000.0,USD
5614,19413,44746,2018,North America,Transport,Buyout / Corporate Private Equity,310000000.0,USD,310000000.0,USD
30391,7965,1022,2012,North America,Biotech / Life Science,Buyout / Corporate Private Equity,215000000.0,USD,200000000.0,USD
29135,7965,1022,2012,North America,Healthcare,Buyout / Corporate Private Equity,215000000.0,USD,200000000.0,USD
26664,7965,6762,2006,North America,Biotech / Life Science,Buyout / Corporate Private Equity,156000000.0,USD,100000000.0,USD
3070,7965,6762,2006,North America,Healthcare,Buyout / Corporate Private Equity,156000000.0,USD,100000000.0,USD
28211,7965,43339,2018,North America,Biotech / Life Science,Buyout / Corporate Private Equity,306000000.0,USD,250000000.0,USD
20034,7965,43339,2018,North America,Healthcare,Buyout / Corporate Private Equity,306000000.0,USD,250000000.0,USD
1414,7965,54573,2019,North America,Biotech / Life Science,Buyout / Corporate Private Equity,32550000.0,USD,0.0,USD
26241,7965,54573,2019,North America,Healthcare,Buyout / Corporate Private Equity,32550000.0,USD,0.0,USD
28736,21776,54575,2021,North America,TMT,Venture Capital / Growth Equity,71000000.0,USD,100000000.0,USD
9918,21776,55318,2018,North America,TMT,Venture Capital / Growth Equity,53500000.0,USD,53500000.0,USD
24320,14303,28719,2013,North America,Biotech / Life Science,Venture Capital / Growth Equity,375000.0,USD,30000000.0,USD
16052,14303,31526,2012,North America,TMT,Venture Capital / Growth Equity,20000000.0,USD,20000000.0,USD
27830,14303,31527,2013,North America,TMT,Venture Capital / Growth Equity,10000000.0,USD,50000000.0,USD
29316,14303,33448,2014,North America,TMT,Venture Capital / Growth Equity,33450000.0,USD,40000000.0,USD
18186,14303,37474,2016,North America,Financial Services,Venture Capital / Growth Equity,50350000.0,USD,100000000.0,USD
22060,14303,37474,2016,North America,TMT,Venture Capital / Growth Equity,50350000.0,USD,100000000.0,USD
3774,14303,37774,2016,North America,Biotech / Life Science,Venture Capital / Growth Equity,19180000.0,USD,30000000.0,USD
19571,14303,47812,2018,North America,TMT,Venture Capital / Growth Equity,74180000.0,USD,75000000.0,USD
22736,14303,54595,2020,North America,TMT,Venture Capital / Growth Equity,6060000.0,USD,25000000.0,USD
29864,14303,56329,2018,North America,Biotech / Life Science,Venture Capital / Growth Equity,5250000.0,USD,10000000.0,USD
14603,14303,57565,2021,North America,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,12800000.0,USD
5367,14303,60833,2022,North America,TMT,Venture Capital / Growth Equity,0.0,USD,100000000.0,USD
1575,17899,54602,2020,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,525000.0,USD
22764,17899,58886,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,75000000.0,USD
23864,17899,54601,2020,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,600000.0,USD
4153,17899,37630,2011,North America,TMT,Venture Capital / Growth Equity,5000000.0,USD,20000000.0,USD
12912,17899,37631,2016,North America,TMT,Venture Capital / Growth Equity,10000000.0,USD,20000000.0,USD
15249,14638,29504,2006,North America,Diversified,Buyout / Corporate Private Equity,193750000.0,USD,193750000.0,USD
16316,14638,29504,2006,North America,Financial Services,Buyout / Corporate Private Equity,193750000.0,USD,193750000.0,USD
8766,14638,29504,2006,North America,Other,Buyout / Corporate Private Equity,193750000.0,USD,193750000.0,USD
23439,14638,29504,2006,North America,TMT,Buyout / Corporate Private Equity,193750000.0,USD,193750000.0,USD
12577,14638,29504,2006,North America,Transport,Buyout / Corporate Private Equity,193750000.0,USD,193750000.0,USD
5153,14638,29505,2007,North America,Diversified,Buyout / Corporate Private Equity,126250000.0,USD,126250000.0,USD
26549,14638,29505,2007,North America,Financial Services,Buyout / Corporate Private Equity,126250000.0,USD,126250000.0,USD
20367,14638,29505,2007,North America,Other,Buyout / Corporate Private Equity,126250000.0,USD,126250000.0,USD
3592,14638,29505,2007,North America,TMT,Buyout / Corporate Private Equity,126250000.0,USD,126250000.0,USD
26337,14638,29505,2007,North America,Transport,Buyout / Corporate Private Equity,126250000.0,USD,126250000.0,USD
28967,14638,29506,2013,North America,Business Services,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
4350,14638,29506,2013,North America,Financial Services,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
23063,14638,29506,2013,North America,Other,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
10808,14638,29506,2013,North America,TMT,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
379,14638,29506,2013,North America,Transport,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
4730,14638,54611,2019,North America,Diversified,Secondaries,44500000.0,USD,100000000.0,USD
27681,90,1619,2005,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,150000000.0,USD
12883,90,1619,2005,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,150000000.0,USD
1225,90,1619,2005,Latin America,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,150000000.0,USD
16673,90,1619,2005,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,150000000.0,USD
4705,90,1619,2005,North America,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,150000000.0,USD
11197,90,1619,2005,Western Europe,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,150000000.0,USD
17867,90,1620,2007,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,273000000.0,USD,273000000.0,USD
22450,90,1620,2007,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,273000000.0,USD,273000000.0,USD
17487,90,1620,2007,Latin America,Diversified,Fund of Funds / Co-Investment,273000000.0,USD,273000000.0,USD
29430,90,1620,2007,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,273000000.0,USD,273000000.0,USD
5194,90,1620,2007,North America,Diversified,Fund of Funds / Co-Investment,273000000.0,USD,273000000.0,USD
15797,90,1620,2007,Western Europe,Diversified,Fund of Funds / Co-Investment,273000000.0,USD,273000000.0,USD
15744,90,1621,2007,North America,Diversified,Fund of Funds / Co-Investment,195000000.0,USD,195000000.0,USD
22966,90,57475,2008,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,320000000.0,EUR,0.0,EUR
3110,90,57475,2008,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,320000000.0,EUR,0.0,EUR
12241,90,57475,2008,Latin America,Diversified,Fund of Funds / Co-Investment,320000000.0,EUR,0.0,EUR
14674,90,57475,2008,North America,Diversified,Fund of Funds / Co-Investment,320000000.0,EUR,0.0,EUR
23374,90,57475,2008,Western Europe,Diversified,Fund of Funds / Co-Investment,320000000.0,EUR,0.0,EUR
21840,90,57476,2010,Asia-Pacific,Clean Tech / Renewable,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
14412,90,57476,2010,Asia-Pacific,Energy / Oil & Gas,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
26025,90,57476,2010,Central/Eastern Europe,Clean Tech / Renewable,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
24243,90,57476,2010,Central/Eastern Europe,Energy / Oil & Gas,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
17706,90,57476,2010,Latin America,Clean Tech / Renewable,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
21195,90,57476,2010,Latin America,Energy / Oil & Gas,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
20994,90,57476,2010,North America,Clean Tech / Renewable,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
24745,90,57476,2010,North America,Energy / Oil & Gas,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
3778,90,57476,2010,Western Europe,Clean Tech / Renewable,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
8424,90,57476,2010,Western Europe,Energy / Oil & Gas,Fund of Funds / Co-Investment,100000000.0,EUR,0.0,EUR
2918,90,60860,2021,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,25000000.0,USD,,
12850,90,60860,2021,Western Europe,Diversified,Buyout / Corporate Private Equity,25000000.0,USD,,
14372,90,61672,2022,Asia-Pacific,Diversified,Secondaries,0.0,USD,850000000.0,USD
2060,90,61672,2022,North America,Diversified,Secondaries,0.0,USD,850000000.0,USD
15360,90,61672,2022,Western Europe,Diversified,Secondaries,0.0,USD,850000000.0,USD
20290,90,44751,2018,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,208000000.0,EUR,200000000.0,EUR
26327,90,44751,2018,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,208000000.0,EUR,200000000.0,EUR
17510,90,44751,2018,North America,Diversified,Fund of Funds / Co-Investment,208000000.0,EUR,200000000.0,EUR
10484,90,44751,2018,Western Europe,Diversified,Fund of Funds / Co-Investment,208000000.0,EUR,200000000.0,EUR
23417,90,54618,2021,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
28599,90,57473,2000,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,0.0,USD
11542,90,57473,2000,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,0.0,USD
23454,90,57473,2000,Latin America,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,0.0,USD
26149,90,57473,2000,North America,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,0.0,USD
19968,90,57473,2000,Western Europe,Diversified,Fund of Funds / Co-Investment,30000000.0,USD,0.0,USD
23772,90,57474,2006,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,250000000.0,EUR,0.0,EUR
12475,90,57474,2006,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,250000000.0,EUR,0.0,EUR
10605,90,57474,2006,Latin America,Diversified,Fund of Funds / Co-Investment,250000000.0,EUR,0.0,EUR
13714,90,57474,2006,North America,Diversified,Fund of Funds / Co-Investment,250000000.0,EUR,0.0,EUR
28244,90,57474,2006,Western Europe,Diversified,Fund of Funds / Co-Investment,250000000.0,EUR,0.0,EUR
25813,90,36224,2016,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,383000000.0,USD,350000000.0,USD
6589,90,36224,2016,Western Europe,Diversified,Buyout / Corporate Private Equity,383000000.0,USD,350000000.0,USD
8920,90,36513,2016,Western Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
24683,90,40718,2017,North America,Business Services,Mezzanine / Debt,0.0,USD,500000000.0,USD
12843,90,43209,2018,Asia-Pacific,Diversified,Secondaries,786000000.0,USD,750000000.0,USD
26769,90,43209,2018,Central/Eastern Europe,Diversified,Secondaries,786000000.0,USD,750000000.0,USD
9409,90,43209,2018,North America,Diversified,Secondaries,786000000.0,USD,750000000.0,USD
19667,90,43209,2018,Western Europe,Diversified,Secondaries,786000000.0,USD,750000000.0,USD
22456,90,30215,2013,North America,Diversified,Fund of Funds / Co-Investment,61000000.0,USD,300000000.0,USD
13612,90,30216,2018,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,0.0,JPY,100000000.0,JPY
22712,90,30217,2013,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,77460000.0,USD,250000000.0,USD
14247,90,30217,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,77460000.0,USD,250000000.0,USD
7874,90,30374,2014,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,77460000.0,USD,250000000.0,USD
10163,90,30374,2014,Western Europe,Diversified,Buyout / Corporate Private Equity,77460000.0,USD,250000000.0,USD
3214,90,30897,2014,Asia-Pacific,Diversified,Secondaries,564000000.0,USD,350000000.0,USD
18139,90,30897,2014,Central/Eastern Europe,Diversified,Secondaries,564000000.0,USD,350000000.0,USD
17107,90,30897,2014,North America,Diversified,Secondaries,564000000.0,USD,350000000.0,USD
30444,90,30897,2014,Western Europe,Diversified,Secondaries,564000000.0,USD,350000000.0,USD
11829,90,24391,1999,Western Europe,TMT,Venture Capital / Growth Equity,190000000.0,USD,0.0,USD
19623,90,25299,2004,North America,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
5969,90,26572,2007,North America,Diversified,Fund of Funds / Co-Investment,127000000.0,USD,0.0,USD
7283,90,27933,2009,North America,Diversified,Fund of Funds / Co-Investment,174450000.0,USD,350000000.0,USD
1083,90,29226,2007,Asia-Pacific,Clean Tech / Renewable,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
29802,90,29226,2007,Asia-Pacific,Energy / Oil & Gas,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
7417,90,29226,2007,Asia-Pacific,TMT,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
16837,90,29226,2007,Central/Eastern Europe,Clean Tech / Renewable,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
29882,90,29226,2007,Central/Eastern Europe,Energy / Oil & Gas,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
6535,90,29226,2007,Central/Eastern Europe,TMT,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
7453,90,29226,2007,Latin America,Clean Tech / Renewable,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
1640,90,29226,2007,Latin America,Energy / Oil & Gas,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
25832,90,29226,2007,Latin America,TMT,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
28356,90,29226,2007,Middle East/Africa,Clean Tech / Renewable,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
14004,90,29226,2007,Middle East/Africa,Energy / Oil & Gas,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
12238,90,29226,2007,Middle East/Africa,TMT,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
20183,90,29226,2007,North America,Clean Tech / Renewable,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
26690,90,29226,2007,North America,Energy / Oil & Gas,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
21264,90,29226,2007,North America,TMT,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
8785,90,29226,2007,Western Europe,Clean Tech / Renewable,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
25698,90,29226,2007,Western Europe,Energy / Oil & Gas,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
4134,90,29226,2007,Western Europe,TMT,Fund of Funds / Co-Investment,480000000.0,USD,480000000.0,USD
9875,90,2863,2010,Asia-Pacific,Diversified,Secondaries,276600000.0,USD,250000000.0,USD
16394,90,2863,2010,Central/Eastern Europe,Diversified,Secondaries,276600000.0,USD,250000000.0,USD
13272,90,2863,2010,North America,Diversified,Secondaries,276600000.0,USD,250000000.0,USD
11709,90,2863,2010,Western Europe,Diversified,Secondaries,276600000.0,USD,250000000.0,USD
19995,90,4034,2005,North America,Diversified,Fund of Funds / Co-Investment,212000000.0,USD,200000000.0,USD
29161,90,4178,2012,North America,Diversified,Venture Capital / Growth Equity,111000000.0,USD,150000000.0,USD
1361,90,24389,2000,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
5566,90,24390,2001,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
13040,21790,54629,2020,North America,Biotech / Life Science,Venture Capital / Growth Equity,2690000.0,USD,5100000.0,USD
17757,21790,61140,2019,North America,Biotech / Life Science,Venture Capital / Growth Equity,4850000.0,USD,4850000.0,USD
16226,21790,61192,2022,North America,Biotech / Life Science,Venture Capital / Growth Equity,1180000.0,USD,5100000.0,USD
2161,21791,54630,2020,North America,Diversified,Venture Capital / Growth Equity,6130000.0,USD,15000000.0,USD
5016,19316,44172,2018,North America,TMT,Venture Capital / Growth Equity,0.0,USD,120000000.0,USD
919,19316,45464,2014,North America,TMT,Venture Capital / Growth Equity,52200000.0,USD,100000000.0,USD
29588,19316,54634,2020,North America,TMT,Venture Capital / Growth Equity,5250000.0,USD,25000000.0,USD
2475,6478,6867,2006,North America,Healthcare,Venture Capital / Growth Equity,600000000.0,USD,0.0,USD
27828,6478,8980,1998,North America,Healthcare,Venture Capital / Growth Equity,137000000.0,USD,0.0,USD
27541,6478,12584,1994,North America,Healthcare,Venture Capital / Growth Equity,56000000.0,USD,0.0,USD
23763,6478,12585,2000,North America,Healthcare,Venture Capital / Growth Equity,280000000.0,USD,0.0,USD
5505,6478,16162,2004,North America,Healthcare,Venture Capital / Growth Equity,400000000.0,USD,0.0,USD
20866,6478,22841,2009,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,900000000.0,USD,1000000000.0,USD
22894,6478,22841,2009,North America,Healthcare,Venture Capital / Growth Equity,900000000.0,USD,1000000000.0,USD
10610,6478,22841,2009,Western Europe,Healthcare,Venture Capital / Growth Equity,900000000.0,USD,1000000000.0,USD
12245,6478,43977,1996,North America,Diversified,Venture Capital / Growth Equity,38000000.0,USD,0.0,USD
29984,6478,46889,2019,Latin America,Healthcare,Fund of Funds / Co-Investment,27000000.0,USD,27000000.0,USD
21579,6478,46889,2019,North America,Healthcare,Fund of Funds / Co-Investment,27000000.0,USD,27000000.0,USD
29458,6478,46889,2019,Western Europe,Healthcare,Fund of Funds / Co-Investment,27000000.0,USD,27000000.0,USD
10499,6478,47803,2018,North America,Healthcare,Venture Capital / Growth Equity,746330000.0,USD,650000000.0,USD
7992,6478,47803,2018,North America,TMT,Venture Capital / Growth Equity,746330000.0,USD,650000000.0,USD
13108,6478,47803,2018,Western Europe,Healthcare,Venture Capital / Growth Equity,746330000.0,USD,650000000.0,USD
22459,6478,47803,2018,Western Europe,TMT,Venture Capital / Growth Equity,746330000.0,USD,650000000.0,USD
24316,6478,54635,2021,Latin America,Healthcare,Venture Capital / Growth Equity,0.0,USD,301350000.0,USD
24836,6478,54635,2021,North America,Healthcare,Venture Capital / Growth Equity,0.0,USD,301350000.0,USD
24735,6478,54635,2021,Western Europe,Healthcare,Venture Capital / Growth Equity,0.0,USD,301350000.0,USD
1463,6478,60345,2021,North America,Healthcare,Venture Capital / Growth Equity,0.0,USD,800000000.0,USD
669,6478,60345,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,800000000.0,USD
21428,6478,60345,2021,Western Europe,Healthcare,Venture Capital / Growth Equity,0.0,USD,800000000.0,USD
20155,6478,60345,2021,Western Europe,TMT,Venture Capital / Growth Equity,0.0,USD,800000000.0,USD
24888,6478,27522,2010,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,87100000.0,USD,0.0,USD
4676,6478,27522,2010,Central/Eastern Europe,Healthcare,Venture Capital / Growth Equity,87100000.0,USD,0.0,USD
24498,6478,27522,2010,Latin America,Healthcare,Venture Capital / Growth Equity,87100000.0,USD,0.0,USD
26147,6478,27522,2010,North America,Healthcare,Venture Capital / Growth Equity,87100000.0,USD,0.0,USD
23661,6478,27522,2010,Western Europe,Healthcare,Venture Capital / Growth Equity,87100000.0,USD,0.0,USD
21803,6478,29567,2014,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,543100000.0,USD,750000000.0,USD
23808,6478,29567,2014,North America,Healthcare,Venture Capital / Growth Equity,543100000.0,USD,750000000.0,USD
11811,6478,29567,2014,Western Europe,Healthcare,Venture Capital / Growth Equity,543100000.0,USD,750000000.0,USD
27913,18279,38820,2016,North America,TMT,Venture Capital / Growth Equity,13500000.0,USD,0.0,USD
22349,18279,54636,2020,North America,TMT,Venture Capital / Growth Equity,10000000.0,USD,25000000.0,USD
26440,12809,24173,2011,North America,TMT,Venture Capital / Growth Equity,22000000.0,USD,30000000.0,USD
26477,12809,24950,2012,North America,TMT,Venture Capital / Growth Equity,64940000.0,USD,64940000.0,USD
10901,12809,35667,2016,North America,TMT,Venture Capital / Growth Equity,50000000.0,USD,75000000.0,USD
137,12809,48190,2015,North America,TMT,Venture Capital / Growth Equity,9990000.0,USD,9990000.0,USD
4691,12809,54640,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,55000000.0,USD
22522,13963,54641,2019,North America,Diversified,Venture Capital / Growth Equity,0.0,USD,0.0,USD
24601,13963,54642,2021,North America,Diversified,Venture Capital / Growth Equity,25100000.0,USD,150000000.0,USD
13248,21799,54671,2019,North America,Financial Services,Venture Capital / Growth Equity,100000000.0,USD,0.0,USD
10855,21799,54671,2019,North America,Healthcare,Venture Capital / Growth Equity,100000000.0,USD,0.0,USD
1104,21799,54671,2019,North America,Manufacturing,Venture Capital / Growth Equity,100000000.0,USD,0.0,USD
28177,21799,54671,2019,North America,TMT,Venture Capital / Growth Equity,100000000.0,USD,0.0,USD
19908,19960,54672,2021,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
12592,19960,54672,2021,North America,Healthcare,Venture Capital / Growth Equity,0.0,USD,0.0,USD
2564,19960,54672,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
2675,19960,54725,2021,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
4434,19960,54725,2021,North America,Healthcare,Venture Capital / Growth Equity,0.0,USD,0.0,USD
15302,19960,54725,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
8494,19960,56961,2021,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
4227,19960,56961,2021,North America,Healthcare,Venture Capital / Growth Equity,0.0,USD,0.0,USD
20988,19960,56961,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
9800,5723,8723,2005,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,150000000.0,EUR,0.0,USD
9958,5723,9044,2009,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,100000000.0,EUR,150000000.0,EUR
14674,5723,9657,1999,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,130000000.0,DEM,0.0,USD
16443,5723,10168,2001,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,135000000.0,EUR,135000000.0,EUR
19532,5723,31326,2012,North America,Healthcare,Venture Capital / Growth Equity,112000000.0,EUR,100000000.0,EUR
8039,5723,31326,2012,North America,TMT,Venture Capital / Growth Equity,112000000.0,EUR,100000000.0,EUR
4607,5723,31326,2012,Western Europe,Healthcare,Venture Capital / Growth Equity,112000000.0,EUR,100000000.0,EUR
28815,5723,31326,2012,Western Europe,TMT,Venture Capital / Growth Equity,112000000.0,EUR,100000000.0,EUR
7422,5723,34390,2014,Central/Eastern Europe,Biotech / Life Science,Venture Capital / Growth Equity,280000000.0,USD,170000000.0,USD
6431,5723,34390,2014,Central/Eastern Europe,Healthcare,Venture Capital / Growth Equity,280000000.0,USD,170000000.0,USD
4950,5723,34390,2014,North America,Biotech / Life Science,Venture Capital / Growth Equity,280000000.0,USD,170000000.0,USD
20395,5723,34390,2014,North America,Healthcare,Venture Capital / Growth Equity,280000000.0,USD,170000000.0,USD
13263,5723,34390,2014,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,280000000.0,USD,170000000.0,USD
16012,5723,34390,2014,Western Europe,Healthcare,Venture Capital / Growth Equity,280000000.0,USD,170000000.0,USD
17894,5723,54678,2021,North America,Biotech / Life Science,Venture Capital / Growth Equity,50000000.0,EUR,150000000.0,EUR
24327,5723,54678,2021,North America,Healthcare,Venture Capital / Growth Equity,50000000.0,EUR,150000000.0,EUR
28246,5723,54678,2021,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,50000000.0,EUR,150000000.0,EUR
28153,5723,54678,2021,Western Europe,Healthcare,Venture Capital / Growth Equity,50000000.0,EUR,150000000.0,EUR
9267,5723,59869,2021,North America,Biotech / Life Science,Venture Capital / Growth Equity,1000000000.0,EUR,750000000.0,EUR
1251,5723,59869,2021,North America,Healthcare,Venture Capital / Growth Equity,1000000000.0,EUR,750000000.0,EUR
2006,5723,59869,2021,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,1000000000.0,EUR,750000000.0,EUR
17731,5723,59869,2021,Western Europe,Healthcare,Venture Capital / Growth Equity,1000000000.0,EUR,750000000.0,EUR
1036,5723,44042,2017,North America,Healthcare,Venture Capital / Growth Equity,280000000.0,EUR,150000000.0,EUR
28858,5723,44042,2017,North America,TMT,Venture Capital / Growth Equity,280000000.0,EUR,150000000.0,EUR
16477,5723,44042,2017,Western Europe,Healthcare,Venture Capital / Growth Equity,280000000.0,EUR,150000000.0,EUR
25049,5723,44042,2017,Western Europe,TMT,Venture Capital / Growth Equity,280000000.0,EUR,150000000.0,EUR
4195,5723,44043,2020,North America,Biotech / Life Science,Venture Capital / Growth Equity,600000000.0,USD,450000000.0,USD
15338,5723,44043,2020,North America,Healthcare,Venture Capital / Growth Equity,600000000.0,USD,450000000.0,USD
5143,5723,44043,2020,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,600000000.0,USD,450000000.0,USD
2069,5723,44043,2020,Western Europe,Healthcare,Venture Capital / Growth Equity,600000000.0,USD,450000000.0,USD
15750,21802,54680,2016,Asia-Pacific,Biotech / Life Science,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
17917,21802,54680,2016,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
21343,21802,54680,2016,Central/Eastern Europe,Biotech / Life Science,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
30087,21802,54680,2016,Central/Eastern Europe,Healthcare,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
3663,21802,54680,2016,North America,Biotech / Life Science,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
9097,21802,54680,2016,North America,Healthcare,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
24887,21802,54680,2016,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
8418,21802,54680,2016,Western Europe,Healthcare,Venture Capital / Growth Equity,200000000.0,USD,200000000.0,USD
15714,21802,54683,2021,Asia-Pacific,Biotech / Life Science,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
14442,21802,54683,2021,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
26510,21802,54683,2021,Central/Eastern Europe,Biotech / Life Science,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
16032,21802,54683,2021,Central/Eastern Europe,Healthcare,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
10933,21802,54683,2021,North America,Biotech / Life Science,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
12451,21802,54683,2021,North America,Healthcare,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
4306,21802,54683,2021,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
13427,21802,54683,2021,Western Europe,Healthcare,Venture Capital / Growth Equity,112000000.0,USD,400000000.0,USD
4614,13438,26775,2012,North America,Biotech / Life Science,Buyout / Corporate Private Equity,18100000.0,USD,18100000.0,USD
16654,13438,26775,2012,North America,Industrials,Buyout / Corporate Private Equity,18100000.0,USD,18100000.0,USD
16052,13438,26775,2012,North America,TMT,Buyout / Corporate Private Equity,18100000.0,USD,18100000.0,USD
23039,13438,39188,2018,North America,Biotech / Life Science,Buyout / Corporate Private Equity,60000000.0,USD,60000000.0,USD
21163,13438,39188,2018,North America,Industrials,Buyout / Corporate Private Equity,60000000.0,USD,60000000.0,USD
2381,13438,39188,2018,North America,TMT,Buyout / Corporate Private Equity,60000000.0,USD,60000000.0,USD
9827,13438,54693,2021,North America,Biotech / Life Science,Buyout / Corporate Private Equity,44500000.0,USD,150000000.0,USD
9247,13438,54693,2021,North America,Industrials,Buyout / Corporate Private Equity,44500000.0,USD,150000000.0,USD
