fm_strategy_id,fm_id,regions,strategy
236,5587,Asia-Pacific,Venture Capital / Growth Equity
2047,5587,Central/Eastern Europe,Venture Capital / Growth Equity
993,5587,Latin America,Venture Capital / Growth Equity
1761,5587,Middle East/Africa,Venture Capital / Growth Equity
1675,5587,Western Europe,Venture Capital / Growth Equity
1675,3453,North America,Venture Capital / Growth Equity
1749,7045,North America,Buyout / Corporate Private Equity
1128,7045,Asia-Pacific,Buyout / Corporate Private Equity
204,7045,Central/Eastern Europe,Buyout / Corporate Private Equity
1559,7045,Western Europe,Buyout / Corporate Private Equity
1564,7045,North America,Distressed / Turnaround
2094,7045,Asia-Pacific,Distressed / Turnaround
191,7045,Central/Eastern Europe,Distressed / Turnaround
491,7045,Western Europe,Distressed / Turnaround
1054,7045,North America,Fund of Funds / Co-Investment
1930,7045,Asia-Pacific,Fund of Funds / Co-Investment
1868,7045,Central/Eastern Europe,Fund of Funds / Co-Investment
1371,7045,Western Europe,Fund of Funds / Co-Investment
433,7045,North America,Secondaries
1370,7045,Asia-Pacific,Secondaries
416,7045,Central/Eastern Europe,Secondaries
1427,7045,Western Europe,Secondaries
1426,7045,North America,Venture Capital / Growth Equity
2008,7045,Asia-Pacific,Venture Capital / Growth Equity
2191,7045,Central/Eastern Europe,Venture Capital / Growth Equity
950,7045,Western Europe,Venture Capital / Growth Equity
1097,1719,,
1306,21372,North America,Buyout / Corporate Private Equity
1854,21372,North America,Distressed / Turnaround
1211,21372,North America,Fund of Funds / Co-Investment
1689,21372,North America,Mezzanine / Debt
2208,21372,North America,Secondaries
289,21372,North America,Venture Capital / Growth Equity
851,8105,North America,Buyout / Corporate Private Equity
640,8105,North America,Distressed / Turnaround
11,8105,North America,Fund of Funds / Co-Investment
1901,8105,North America,Other
1135,8105,North America,Venture Capital / Growth Equity
1684,2445,North America,Buyout / Corporate Private Equity
1823,2445,Western Europe,Buyout / Corporate Private Equity
1906,2445,North America,Fund of Funds / Co-Investment
386,2445,Western Europe,Fund of Funds / Co-Investment
65,2445,North America,Venture Capital / Growth Equity
478,2445,Western Europe,Venture Capital / Growth Equity
1743,6742,Middle East/Africa,Venture Capital / Growth Equity
110,6361,North America,Buyout / Corporate Private Equity
149,6361,Asia-Pacific,Buyout / Corporate Private Equity
1413,6361,Central/Eastern Europe,Buyout / Corporate Private Equity
2181,6361,Latin America,Buyout / Corporate Private Equity
470,6361,Western Europe,Buyout / Corporate Private Equity
596,6361,North America,Distressed / Turnaround
1806,6361,Asia-Pacific,Distressed / Turnaround
2198,6361,Central/Eastern Europe,Distressed / Turnaround
125,6361,Latin America,Distressed / Turnaround
659,6361,Western Europe,Distressed / Turnaround
1285,6361,North America,Venture Capital / Growth Equity
1931,6361,Asia-Pacific,Venture Capital / Growth Equity
284,6361,Central/Eastern Europe,Venture Capital / Growth Equity
19,6361,Latin America,Venture Capital / Growth Equity
452,6361,Western Europe,Venture Capital / Growth Equity
1302,876,North America,Buyout / Corporate Private Equity
599,876,Western Europe,Buyout / Corporate Private Equity
115,876,North America,Distressed / Turnaround
1391,876,Western Europe,Distressed / Turnaround
993,876,North America,Fund of Funds / Co-Investment
2042,876,Western Europe,Fund of Funds / Co-Investment
868,18504,North America,Buyout / Corporate Private Equity
307,18504,North America,Venture Capital / Growth Equity
1872,2175,North America,Buyout / Corporate Private Equity
591,2175,Asia-Pacific,Buyout / Corporate Private Equity
321,2175,Central/Eastern Europe,Buyout / Corporate Private Equity
1138,2175,Middle East/Africa,Buyout / Corporate Private Equity
345,2175,Western Europe,Buyout / Corporate Private Equity
173,2175,North America,Venture Capital / Growth Equity
249,2175,Asia-Pacific,Venture Capital / Growth Equity
573,2175,Central/Eastern Europe,Venture Capital / Growth Equity
428,2175,Middle East/Africa,Venture Capital / Growth Equity
846,2175,Western Europe,Venture Capital / Growth Equity
1478,4260,North America,Buyout / Corporate Private Equity
1634,4260,Western Europe,Buyout / Corporate Private Equity
350,4260,North America,Distressed / Turnaround
194,4260,Western Europe,Distressed / Turnaround
1319,4260,North America,Fund of Funds / Co-Investment
1824,4260,Western Europe,Fund of Funds / Co-Investment
906,4260,North America,Venture Capital / Growth Equity
1307,4260,Western Europe,Venture Capital / Growth Equity
1785,15027,,
189,8558,Western Europe,Venture Capital / Growth Equity
1668,17885,,
1063,978,North America,Fund of Funds / Co-Investment
143,978,North America,Secondaries
102,978,North America,Venture Capital / Growth Equity
1553,1748,North America,Venture Capital / Growth Equity
221,1748,Asia-Pacific,Venture Capital / Growth Equity
325,1748,Central/Eastern Europe,Venture Capital / Growth Equity
1978,1748,Western Europe,Venture Capital / Growth Equity
858,3703,Asia-Pacific,Buyout / Corporate Private Equity
201,3703,Asia-Pacific,Other
724,3703,Asia-Pacific,Venture Capital / Growth Equity
466,1470,North America,Buyout / Corporate Private Equity
1827,1470,Asia-Pacific,Buyout / Corporate Private Equity
1576,1470,Central/Eastern Europe,Buyout / Corporate Private Equity
1818,1470,Western Europe,Buyout / Corporate Private Equity
1528,1470,North America,Distressed / Turnaround
872,1470,Asia-Pacific,Distressed / Turnaround
1546,1470,Central/Eastern Europe,Distressed / Turnaround
1633,1470,Western Europe,Distressed / Turnaround
889,1470,North America,Secondaries
1746,1470,Asia-Pacific,Secondaries
1419,1470,Central/Eastern Europe,Secondaries
961,1470,Latin America,Secondaries
2061,1470,Middle East/Africa,Secondaries
512,1470,Western Europe,Secondaries
154,1470,North America,Venture Capital / Growth Equity
2204,1470,Asia-Pacific,Venture Capital / Growth Equity
1075,1470,Central/Eastern Europe,Venture Capital / Growth Equity
1037,1470,Western Europe,Venture Capital / Growth Equity
908,8642,North America,Buyout / Corporate Private Equity
2122,8642,Western Europe,Buyout / Corporate Private Equity
2028,6486,North America,Buyout / Corporate Private Equity
1051,6486,Asia-Pacific,Buyout / Corporate Private Equity
536,6486,Central/Eastern Europe,Buyout / Corporate Private Equity
345,6486,Latin America,Buyout / Corporate Private Equity
1973,6486,Middle East/Africa,Buyout / Corporate Private Equity
540,6486,Western Europe,Buyout / Corporate Private Equity
25,6486,North America,Fund of Funds / Co-Investment
290,6486,Asia-Pacific,Fund of Funds / Co-Investment
640,6486,Central/Eastern Europe,Fund of Funds / Co-Investment
688,6486,Latin America,Fund of Funds / Co-Investment
564,6486,Middle East/Africa,Fund of Funds / Co-Investment
1038,6486,Western Europe,Fund of Funds / Co-Investment
2004,6486,North America,Mezzanine / Debt
2099,6486,Asia-Pacific,Mezzanine / Debt
1333,6486,Central/Eastern Europe,Mezzanine / Debt
379,6486,Latin America,Mezzanine / Debt
889,6486,Middle East/Africa,Mezzanine / Debt
1062,6486,Western Europe,Mezzanine / Debt
1949,6486,North America,Secondaries
647,6486,Asia-Pacific,Secondaries
701,6486,Central/Eastern Europe,Secondaries
632,6486,Latin America,Secondaries
1835,6486,Middle East/Africa,Secondaries
1654,6486,Western Europe,Secondaries
1402,6486,North America,Venture Capital / Growth Equity
192,6486,Asia-Pacific,Venture Capital / Growth Equity
1458,6486,Central/Eastern Europe,Venture Capital / Growth Equity
98,6486,Latin America,Venture Capital / Growth Equity
209,6486,Middle East/Africa,Venture Capital / Growth Equity
262,6486,Western Europe,Venture Capital / Growth Equity
308,16957,Western Europe,Buyout / Corporate Private Equity
809,8263,,
1989,6675,North America,Buyout / Corporate Private Equity
245,6675,Asia-Pacific,Buyout / Corporate Private Equity
2026,6675,Latin America,Buyout / Corporate Private Equity
1217,6675,Western Europe,Buyout / Corporate Private Equity
1563,6675,North America,Venture Capital / Growth Equity
1081,6675,Asia-Pacific,Venture Capital / Growth Equity
73,6675,Latin America,Venture Capital / Growth Equity
134,6675,Western Europe,Venture Capital / Growth Equity
765,6924,Asia-Pacific,Venture Capital / Growth Equity
1571,4186,Asia-Pacific,Buyout / Corporate Private Equity
2204,4186,Asia-Pacific,Other
993,4186,North America,Venture Capital / Growth Equity
867,4186,Asia-Pacific,Venture Capital / Growth Equity
276,4186,Latin America,Venture Capital / Growth Equity
1308,18822,Western Europe,Buyout / Corporate Private Equity
1337,18822,Western Europe,Fund of Funds / Co-Investment
1503,18822,Western Europe,Venture Capital / Growth Equity
1099,1885,North America,Buyout / Corporate Private Equity
1807,1885,Asia-Pacific,Buyout / Corporate Private Equity
1453,1885,Central/Eastern Europe,Buyout / Corporate Private Equity
1558,1885,Latin America,Buyout / Corporate Private Equity
1488,1885,Middle East/Africa,Buyout / Corporate Private Equity
2174,1885,Western Europe,Buyout / Corporate Private Equity
690,1885,North America,Venture Capital / Growth Equity
1167,1885,Asia-Pacific,Venture Capital / Growth Equity
1112,1885,Central/Eastern Europe,Venture Capital / Growth Equity
303,1885,Latin America,Venture Capital / Growth Equity
1715,1885,Middle East/Africa,Venture Capital / Growth Equity
2083,1885,Western Europe,Venture Capital / Growth Equity
612,10998,North America,Venture Capital / Growth Equity
1677,20375,North America,Venture Capital / Growth Equity
1638,13451,North America,Buyout / Corporate Private Equity
987,13451,North America,Distressed / Turnaround
1820,13451,North America,Fund of Funds / Co-Investment
2120,13451,North America,Mezzanine / Debt
1098,13451,North America,Secondaries
1336,13451,North America,Venture Capital / Growth Equity
65,1860,Asia-Pacific,Buyout / Corporate Private Equity
2014,1860,Central/Eastern Europe,Buyout / Corporate Private Equity
1254,1860,Latin America,Buyout / Corporate Private Equity
1429,1860,Middle East/Africa,Buyout / Corporate Private Equity
3,1860,Asia-Pacific,Fund of Funds / Co-Investment
1994,1860,Central/Eastern Europe,Fund of Funds / Co-Investment
1923,1860,Latin America,Fund of Funds / Co-Investment
360,1860,Middle East/Africa,Fund of Funds / Co-Investment
713,1860,Asia-Pacific,Other
2003,1860,Central/Eastern Europe,Other
1761,1860,Latin America,Other
957,1860,Middle East/Africa,Other
126,1860,Asia-Pacific,Venture Capital / Growth Equity
602,1860,Central/Eastern Europe,Venture Capital / Growth Equity
1616,1860,Latin America,Venture Capital / Growth Equity
964,1860,Middle East/Africa,Venture Capital / Growth Equity
531,18892,North America,Venture Capital / Growth Equity
1506,18892,Western Europe,Venture Capital / Growth Equity
838,18892,Asia-Pacific,Venture Capital / Growth Equity
1564,90,North America,Buyout / Corporate Private Equity
1874,90,Central/Eastern Europe,Buyout / Corporate Private Equity
2166,90,Western Europe,Buyout / Corporate Private Equity
2070,90,North America,Distressed / Turnaround
2194,90,Central/Eastern Europe,Distressed / Turnaround
640,90,Western Europe,Distressed / Turnaround
905,90,North America,Fund of Funds / Co-Investment
434,90,Central/Eastern Europe,Fund of Funds / Co-Investment
1658,90,Western Europe,Fund of Funds / Co-Investment
1866,90,North America,Secondaries
572,90,Central/Eastern Europe,Secondaries
615,90,Western Europe,Secondaries
796,90,North America,Venture Capital / Growth Equity
2149,90,Central/Eastern Europe,Venture Capital / Growth Equity
185,90,Western Europe,Venture Capital / Growth Equity
1526,6478,,
1009,13963,Asia-Pacific,Venture Capital / Growth Equity
512,1292,Asia-Pacific,Buyout / Corporate Private Equity
267,1292,Asia-Pacific,Venture Capital / Growth Equity
1929,13555,Central/Eastern Europe,Buyout / Corporate Private Equity
2206,13555,Western Europe,Buyout / Corporate Private Equity
2017,13555,Asia-Pacific,Fund of Funds / Co-Investment
55,13555,Central/Eastern Europe,Fund of Funds / Co-Investment
276,13555,Western Europe,Fund of Funds / Co-Investment
1329,13555,Asia-Pacific,Mezzanine / Debt
1195,13555,Central/Eastern Europe,Mezzanine / Debt
1525,13555,Western Europe,Mezzanine / Debt
1501,13555,Asia-Pacific,Secondaries
108,13555,Central/Eastern Europe,Secondaries
2041,13555,Western Europe,Secondaries
1750,8180,North America,Secondaries
1806,8180,Western Europe,Secondaries
1848,8180,Central/Eastern Europe,Secondaries
1026,8180,Asia-Pacific,Secondaries
1078,8180,North America,Venture Capital / Growth Equity
1962,8180,Western Europe,Venture Capital / Growth Equity
1949,8180,Central/Eastern Europe,Venture Capital / Growth Equity
1633,8180,Asia-Pacific,Venture Capital / Growth Equity
1208,892,North America,Buyout / Corporate Private Equity
1332,892,Asia-Pacific,Buyout / Corporate Private Equity
375,892,Central/Eastern Europe,Buyout / Corporate Private Equity
1290,892,Latin America,Buyout / Corporate Private Equity
938,892,Middle East/Africa,Buyout / Corporate Private Equity
1103,892,Western Europe,Buyout / Corporate Private Equity
1654,892,North America,Venture Capital / Growth Equity
876,892,Asia-Pacific,Venture Capital / Growth Equity
2079,892,Central/Eastern Europe,Venture Capital / Growth Equity
130,892,Latin America,Venture Capital / Growth Equity
1895,892,Middle East/Africa,Venture Capital / Growth Equity
32,892,Western Europe,Venture Capital / Growth Equity
1057,3858,North America,Buyout / Corporate Private Equity
315,3858,Asia-Pacific,Buyout / Corporate Private Equity
107,3858,Central/Eastern Europe,Buyout / Corporate Private Equity
138,3858,Latin America,Buyout / Corporate Private Equity
302,3858,Middle East/Africa,Buyout / Corporate Private Equity
1521,3858,Western Europe,Buyout / Corporate Private Equity
1070,3858,North America,Distressed / Turnaround
116,3858,Asia-Pacific,Distressed / Turnaround
809,3858,Central/Eastern Europe,Distressed / Turnaround
1363,3858,Latin America,Distressed / Turnaround
1869,3858,Middle East/Africa,Distressed / Turnaround
118,3858,Western Europe,Distressed / Turnaround
746,3858,North America,Mezzanine / Debt
162,3858,Asia-Pacific,Mezzanine / Debt
658,3858,Central/Eastern Europe,Mezzanine / Debt
702,3858,Latin America,Mezzanine / Debt
1547,3858,Middle East/Africa,Mezzanine / Debt
1541,3858,Western Europe,Mezzanine / Debt
1625,3858,North America,Venture Capital / Growth Equity
1564,3858,Asia-Pacific,Venture Capital / Growth Equity
1677,3858,Central/Eastern Europe,Venture Capital / Growth Equity
192,3858,Latin America,Venture Capital / Growth Equity
246,3858,Middle East/Africa,Venture Capital / Growth Equity
231,3858,Western Europe,Venture Capital / Growth Equity
494,11,,
1374,18084,North America,Venture Capital / Growth Equity
1995,18084,Western Europe,Venture Capital / Growth Equity
1695,18084,Central/Eastern Europe,Venture Capital / Growth Equity
1680,18084,Middle East/Africa,Venture Capital / Growth Equity
851,18084,Asia-Pacific,Venture Capital / Growth Equity
443,18084,Latin America,Venture Capital / Growth Equity
1842,16356,North America,Venture Capital / Growth Equity
1242,1277,North America,Buyout / Corporate Private Equity
291,1277,Central/Eastern Europe,Buyout / Corporate Private Equity
1290,1277,Western Europe,Buyout / Corporate Private Equity
1492,1277,North America,Distressed / Turnaround
405,1277,Central/Eastern Europe,Distressed / Turnaround
740,1277,Western Europe,Distressed / Turnaround
1704,1277,North America,Venture Capital / Growth Equity
384,1277,Central/Eastern Europe,Venture Capital / Growth Equity
777,1277,Western Europe,Venture Capital / Growth Equity
1382,7597,North America,Venture Capital / Growth Equity
505,7604,North America,Mezzanine / Debt
1587,7604,Western Europe,Mezzanine / Debt
1111,7604,North America,Other
1678,7604,Western Europe,Other
338,7604,North America,Venture Capital / Growth Equity
1586,7604,Western Europe,Venture Capital / Growth Equity
1412,21412,Western Europe,Buyout / Corporate Private Equity
316,21412,Western Europe,Distressed / Turnaround
1549,21412,Western Europe,Fund of Funds / Co-Investment
354,21412,Western Europe,Mezzanine / Debt
625,21412,Western Europe,Secondaries
1237,21412,Western Europe,Venture Capital / Growth Equity
971,6573,North America,Buyout / Corporate Private Equity
1447,6573,Asia-Pacific,Buyout / Corporate Private Equity
1157,6573,Central/Eastern Europe,Buyout / Corporate Private Equity
1096,6573,Latin America,Buyout / Corporate Private Equity
1205,6573,Middle East/Africa,Buyout / Corporate Private Equity
1585,6573,Western Europe,Buyout / Corporate Private Equity
724,6573,North America,Distressed / Turnaround
2010,6573,Asia-Pacific,Distressed / Turnaround
1970,6573,Central/Eastern Europe,Distressed / Turnaround
704,6573,Latin America,Distressed / Turnaround
2191,6573,Middle East/Africa,Distressed / Turnaround
889,6573,Western Europe,Distressed / Turnaround
357,6573,North America,Other
1347,6573,Asia-Pacific,Other
1442,6573,Latin America,Other
673,6573,Middle East/Africa,Other
1264,6573,Western Europe,Other
398,6573,North America,Secondaries
1363,6573,Asia-Pacific,Secondaries
1014,6573,Central/Eastern Europe,Secondaries
1567,6573,Latin America,Secondaries
1707,6573,Middle East/Africa,Secondaries
477,6573,Western Europe,Secondaries
959,6573,North America,Venture Capital / Growth Equity
845,6573,Asia-Pacific,Venture Capital / Growth Equity
691,6573,Central/Eastern Europe,Venture Capital / Growth Equity
1343,6573,Latin America,Venture Capital / Growth Equity
1392,6573,Middle East/Africa,Venture Capital / Growth Equity
171,6573,Western Europe,Venture Capital / Growth Equity
412,3641,North America,Buyout / Corporate Private Equity
746,3641,Western Europe,Buyout / Corporate Private Equity
431,3641,North America,Distressed / Turnaround
1083,3641,Western Europe,Distressed / Turnaround
908,3641,North America,Fund of Funds / Co-Investment
456,3641,Western Europe,Fund of Funds / Co-Investment
1221,3641,North America,Venture Capital / Growth Equity
1516,3641,Western Europe,Venture Capital / Growth Equity
803,2248,North America,Buyout / Corporate Private Equity
1658,2248,Central/Eastern Europe,Buyout / Corporate Private Equity
1726,2248,Western Europe,Buyout / Corporate Private Equity
1503,2248,North America,Mezzanine / Debt
1757,2248,Central/Eastern Europe,Mezzanine / Debt
130,2248,Western Europe,Mezzanine / Debt
1073,2248,North America,Venture Capital / Growth Equity
915,2248,Central/Eastern Europe,Venture Capital / Growth Equity
1021,2248,Western Europe,Venture Capital / Growth Equity
1043,13033,Asia-Pacific,Venture Capital / Growth Equity
214,6211,North America,Mezzanine / Debt
1693,6211,North America,Venture Capital / Growth Equity
509,4013,North America,Buyout / Corporate Private Equity
2100,4013,Central/Eastern Europe,Buyout / Corporate Private Equity
1106,4013,Western Europe,Buyout / Corporate Private Equity
475,4013,North America,Secondaries
2182,4013,Central/Eastern Europe,Secondaries
2110,4013,Western Europe,Secondaries
141,4013,North America,Venture Capital / Growth Equity
1452,4013,Central/Eastern Europe,Venture Capital / Growth Equity
1544,4013,Western Europe,Venture Capital / Growth Equity
1374,8457,North America,Venture Capital / Growth Equity
1852,8457,Asia-Pacific,Venture Capital / Growth Equity
1774,3828,North America,Buyout / Corporate Private Equity
1078,3828,Asia-Pacific,Buyout / Corporate Private Equity
1651,3828,Central/Eastern Europe,Buyout / Corporate Private Equity
1414,3828,Western Europe,Buyout / Corporate Private Equity
1877,3828,North America,Fund of Funds / Co-Investment
2041,3828,Asia-Pacific,Fund of Funds / Co-Investment
1970,3828,Central/Eastern Europe,Fund of Funds / Co-Investment
1401,3828,Western Europe,Fund of Funds / Co-Investment
980,3828,North America,Other
979,3828,Central/Eastern Europe,Other
69,3828,Western Europe,Other
2165,3828,North America,Secondaries
1475,3828,Asia-Pacific,Secondaries
983,3828,Central/Eastern Europe,Secondaries
380,3828,Western Europe,Secondaries
1072,3828,North America,Venture Capital / Growth Equity
1437,3828,Asia-Pacific,Venture Capital / Growth Equity
1359,3828,Central/Eastern Europe,Venture Capital / Growth Equity
2003,3828,Western Europe,Venture Capital / Growth Equity
245,6371,North America,Buyout / Corporate Private Equity
1459,6371,North America,Distressed / Turnaround
994,14052,North America,Buyout / Corporate Private Equity
347,14052,Western Europe,Buyout / Corporate Private Equity
58,14052,Central/Eastern Europe,Buyout / Corporate Private Equity
757,14052,Middle East/Africa,Buyout / Corporate Private Equity
596,14052,Asia-Pacific,Buyout / Corporate Private Equity
1875,14052,Latin America,Buyout / Corporate Private Equity
1907,14052,North America,Distressed / Turnaround
302,14052,Western Europe,Distressed / Turnaround
188,14052,Central/Eastern Europe,Distressed / Turnaround
1840,14052,Middle East/Africa,Distressed / Turnaround
1012,14052,Asia-Pacific,Distressed / Turnaround
379,14052,Latin America,Distressed / Turnaround
1989,14052,North America,Fund of Funds / Co-Investment
1835,14052,Western Europe,Fund of Funds / Co-Investment
1073,14052,Central/Eastern Europe,Fund of Funds / Co-Investment
1815,14052,Middle East/Africa,Fund of Funds / Co-Investment
2027,14052,Asia-Pacific,Fund of Funds / Co-Investment
1009,14052,North America,Mezzanine / Debt
139,14052,Western Europe,Mezzanine / Debt
353,14052,Central/Eastern Europe,Mezzanine / Debt
2120,14052,Middle East/Africa,Mezzanine / Debt
1848,14052,Asia-Pacific,Mezzanine / Debt
1080,14052,Latin America,Mezzanine / Debt
1197,14052,North America,Other
896,14052,Western Europe,Other
827,14052,Central/Eastern Europe,Other
698,14052,Middle East/Africa,Other
2005,14052,Asia-Pacific,Other
2109,14052,Latin America,Other
1265,14052,North America,Secondaries
177,14052,Western Europe,Secondaries
285,14052,Central/Eastern Europe,Secondaries
1632,14052,Middle East/Africa,Secondaries
571,14052,Asia-Pacific,Secondaries
1848,14052,Latin America,Secondaries
1577,14052,North America,Venture Capital / Growth Equity
2098,14052,Western Europe,Venture Capital / Growth Equity
1637,14052,Central/Eastern Europe,Venture Capital / Growth Equity
1922,14052,Middle East/Africa,Venture Capital / Growth Equity
1668,14052,Asia-Pacific,Venture Capital / Growth Equity
1795,14052,Latin America,Venture Capital / Growth Equity
34,3671,North America,Buyout / Corporate Private Equity
2118,3671,Central/Eastern Europe,Buyout / Corporate Private Equity
2002,3671,Western Europe,Buyout / Corporate Private Equity
623,3671,North America,Venture Capital / Growth Equity
541,3671,Central/Eastern Europe,Venture Capital / Growth Equity
1128,3671,Western Europe,Venture Capital / Growth Equity
1584,4257,North America,Buyout / Corporate Private Equity
512,4257,Asia-Pacific,Buyout / Corporate Private Equity
2039,4257,Central/Eastern Europe,Buyout / Corporate Private Equity
348,4257,Latin America,Buyout / Corporate Private Equity
2101,4257,Middle East/Africa,Buyout / Corporate Private Equity
1482,4257,Western Europe,Buyout / Corporate Private Equity
1038,4257,North America,Fund of Funds / Co-Investment
552,4257,Asia-Pacific,Fund of Funds / Co-Investment
1708,4257,Central/Eastern Europe,Fund of Funds / Co-Investment
173,4257,Latin America,Fund of Funds / Co-Investment
1541,4257,Middle East/Africa,Fund of Funds / Co-Investment
367,4257,Western Europe,Fund of Funds / Co-Investment
926,4257,North America,Venture Capital / Growth Equity
1286,4257,Asia-Pacific,Venture Capital / Growth Equity
1062,4257,Central/Eastern Europe,Venture Capital / Growth Equity
2024,4257,Latin America,Venture Capital / Growth Equity
195,4257,Middle East/Africa,Venture Capital / Growth Equity
315,4257,Western Europe,Venture Capital / Growth Equity
1660,5552,Asia-Pacific,Buyout / Corporate Private Equity
1171,5552,Asia-Pacific,Venture Capital / Growth Equity
1096,6572,North America,Buyout / Corporate Private Equity
242,6572,Asia-Pacific,Buyout / Corporate Private Equity
38,6572,Central/Eastern Europe,Buyout / Corporate Private Equity
1649,6572,Latin America,Buyout / Corporate Private Equity
414,6572,Middle East/Africa,Buyout / Corporate Private Equity
906,6572,Western Europe,Buyout / Corporate Private Equity
2028,6572,North America,Distressed / Turnaround
1604,6572,Asia-Pacific,Distressed / Turnaround
341,6572,Central/Eastern Europe,Distressed / Turnaround
2006,6572,Latin America,Distressed / Turnaround
379,6572,Middle East/Africa,Distressed / Turnaround
847,6572,Western Europe,Distressed / Turnaround
1785,6572,North America,Fund of Funds / Co-Investment
2110,6572,Asia-Pacific,Fund of Funds / Co-Investment
1188,6572,Central/Eastern Europe,Fund of Funds / Co-Investment
2037,6572,Latin America,Fund of Funds / Co-Investment
581,6572,Middle East/Africa,Fund of Funds / Co-Investment
126,6572,Western Europe,Fund of Funds / Co-Investment
536,6572,North America,Mezzanine / Debt
2110,6572,Asia-Pacific,Mezzanine / Debt
962,6572,Central/Eastern Europe,Mezzanine / Debt
2102,6572,Latin America,Mezzanine / Debt
1975,6572,Middle East/Africa,Mezzanine / Debt
1019,6572,Western Europe,Mezzanine / Debt
1227,6572,North America,Other
312,6572,Asia-Pacific,Other
786,6572,Central/Eastern Europe,Other
1631,6572,Latin America,Other
673,6572,Middle East/Africa,Other
141,6572,Western Europe,Other
1178,6572,North America,Secondaries
1777,6572,Asia-Pacific,Secondaries
769,6572,Central/Eastern Europe,Secondaries
301,6572,Latin America,Secondaries
2175,6572,Middle East/Africa,Secondaries
1088,6572,Western Europe,Secondaries
93,6572,North America,Venture Capital / Growth Equity
2103,6572,Asia-Pacific,Venture Capital / Growth Equity
1365,6572,Central/Eastern Europe,Venture Capital / Growth Equity
1444,6572,Latin America,Venture Capital / Growth Equity
701,6572,Middle East/Africa,Venture Capital / Growth Equity
1669,6572,Western Europe,Venture Capital / Growth Equity
1489,2097,North America,Buyout / Corporate Private Equity
1318,2097,Western Europe,Buyout / Corporate Private Equity
385,2097,North America,Venture Capital / Growth Equity
2201,2097,Western Europe,Venture Capital / Growth Equity
2067,8794,North America,Buyout / Corporate Private Equity
911,8794,North America,Secondaries
1771,16236,North America,Venture Capital / Growth Equity
907,16236,Western Europe,Venture Capital / Growth Equity
1094,16236,Asia-Pacific,Venture Capital / Growth Equity
675,10630,North America,Buyout / Corporate Private Equity
309,10630,Asia-Pacific,Buyout / Corporate Private Equity
1046,10630,Central/Eastern Europe,Buyout / Corporate Private Equity
495,10630,Middle East/Africa,Buyout / Corporate Private Equity
1498,10630,Western Europe,Buyout / Corporate Private Equity
517,10630,North America,Venture Capital / Growth Equity
345,10630,Asia-Pacific,Venture Capital / Growth Equity
1145,10630,Central/Eastern Europe,Venture Capital / Growth Equity
272,10630,Middle East/Africa,Venture Capital / Growth Equity
1568,10630,Western Europe,Venture Capital / Growth Equity
1626,1706,North America,Venture Capital / Growth Equity
1647,1706,Middle East/Africa,Venture Capital / Growth Equity
718,3596,Latin America,Venture Capital / Growth Equity
513,6495,North America,Venture Capital / Growth Equity
531,6495,Asia-Pacific,Venture Capital / Growth Equity
668,6495,Latin America,Venture Capital / Growth Equity
2103,6495,Middle East/Africa,Venture Capital / Growth Equity
2132,16757,North America,Venture Capital / Growth Equity
557,4763,North America,Buyout / Corporate Private Equity
394,4763,Asia-Pacific,Buyout / Corporate Private Equity
1297,4763,Central/Eastern Europe,Buyout / Corporate Private Equity
1755,4763,Latin America,Buyout / Corporate Private Equity
196,4763,Middle East/Africa,Buyout / Corporate Private Equity
463,4763,Western Europe,Buyout / Corporate Private Equity
1910,4763,North America,Distressed / Turnaround
256,4763,Asia-Pacific,Distressed / Turnaround
2016,4763,Central/Eastern Europe,Distressed / Turnaround
2061,4763,Latin America,Distressed / Turnaround
2029,4763,Middle East/Africa,Distressed / Turnaround
1090,4763,Western Europe,Distressed / Turnaround
1645,4763,North America,Mezzanine / Debt
607,4763,Asia-Pacific,Mezzanine / Debt
2198,4763,Central/Eastern Europe,Mezzanine / Debt
652,4763,Latin America,Mezzanine / Debt
1180,4763,Middle East/Africa,Mezzanine / Debt
649,4763,Western Europe,Mezzanine / Debt
1314,4763,North America,Secondaries
1155,4763,Asia-Pacific,Secondaries
1295,4763,Central/Eastern Europe,Secondaries
1098,4763,Latin America,Secondaries
1960,4763,Middle East/Africa,Secondaries
261,4763,Western Europe,Secondaries
1825,4763,North America,Venture Capital / Growth Equity
999,4763,Asia-Pacific,Venture Capital / Growth Equity
593,4763,Central/Eastern Europe,Venture Capital / Growth Equity
1078,4763,Latin America,Venture Capital / Growth Equity
402,4763,Middle East/Africa,Venture Capital / Growth Equity
951,4763,Western Europe,Venture Capital / Growth Equity
1507,572,North America,Buyout / Corporate Private Equity
137,572,Asia-Pacific,Buyout / Corporate Private Equity
162,572,Central/Eastern Europe,Buyout / Corporate Private Equity
722,572,Latin America,Buyout / Corporate Private Equity
434,572,Middle East/Africa,Buyout / Corporate Private Equity
582,572,Western Europe,Buyout / Corporate Private Equity
673,572,North America,Distressed / Turnaround
1409,572,Asia-Pacific,Distressed / Turnaround
940,572,Central/Eastern Europe,Distressed / Turnaround
1868,572,Latin America,Distressed / Turnaround
1919,572,Middle East/Africa,Distressed / Turnaround
2086,572,Western Europe,Distressed / Turnaround
2002,572,North America,Fund of Funds / Co-Investment
2101,572,Asia-Pacific,Fund of Funds / Co-Investment
2118,572,Central/Eastern Europe,Fund of Funds / Co-Investment
