strategy_id,lp_id,strategy,regions
28589,13937,Secondaries,Latin America
8970,13937,Secondaries,Middle East/Africa
30504,13937,Secondaries,Western Europe
21246,13938,Venture Capital / Growth Equity,North America
8499,13939,Buyout / Corporate Private Equity,North America
37358,13939,Buyout / Corporate Private Equity,Asia-Pacific
24465,13939,Buyout / Corporate Private Equity,Central/Eastern Europe
17830,13939,Buyout / Corporate Private Equity,Latin America
44553,13939,Buyout / Corporate Private Equity,Middle East/Africa
38248,13939,Buyout / Corporate Private Equity,Western Europe
7328,13939,Distressed / Turnaround,North America
15638,13939,Distressed / Turnaround,Asia-Pacific
43874,13939,Distressed / Turnaround,Central/Eastern Europe
1101,13939,Distressed / Turnaround,Latin America
12011,13939,Distressed / Turnaround,Middle East/Africa
46057,13939,Distressed / Turnaround,Western Europe
42417,13939,Fund of Funds / Co-Investment,North America
10214,13939,Fund of Funds / Co-Investment,Asia-Pacific
30692,13939,Fund of Funds / Co-Investment,Central/Eastern Europe
38536,13939,Fund of Funds / Co-Investment,Latin America
374,13939,Fund of Funds / Co-Investment,Middle East/Africa
28559,13939,Fund of Funds / Co-Investment,Western Europe
47384,13939,Mezzanine / Debt,North America
300,13939,Mezzanine / Debt,Asia-Pacific
6969,13939,Mezzanine / Debt,Central/Eastern Europe
37591,13939,Mezzanine / Debt,Latin America
42829,13939,Mezzanine / Debt,Middle East/Africa
38702,13939,Mezzanine / Debt,Western Europe
9225,13939,Venture Capital / Growth Equity,North America
44827,13939,Venture Capital / Growth Equity,Asia-Pacific
16821,13939,Venture Capital / Growth Equity,Central/Eastern Europe
8642,13939,Venture Capital / Growth Equity,Latin America
35686,13939,Venture Capital / Growth Equity,Middle East/Africa
39480,13939,Venture Capital / Growth Equity,Western Europe
4101,13941,Buyout / Corporate Private Equity,North America
40665,13941,Buyout / Corporate Private Equity,Asia-Pacific
4897,13941,Buyout / Corporate Private Equity,Central/Eastern Europe
37724,13941,Buyout / Corporate Private Equity,Latin America
6283,13941,Buyout / Corporate Private Equity,Middle East/Africa
41214,13941,Buyout / Corporate Private Equity,Western Europe
4654,13941,Fund of Funds / Co-Investment,North America
13192,13941,Fund of Funds / Co-Investment,Asia-Pacific
23264,13941,Fund of Funds / Co-Investment,Central/Eastern Europe
44150,13941,Fund of Funds / Co-Investment,Latin America
3321,13941,Fund of Funds / Co-Investment,Middle East/Africa
36543,13941,Fund of Funds / Co-Investment,Western Europe
27380,13941,Mezzanine / Debt,North America
15848,13941,Mezzanine / Debt,Asia-Pacific
12041,13941,Mezzanine / Debt,Central/Eastern Europe
5205,13941,Mezzanine / Debt,Latin America
30101,13941,Mezzanine / Debt,Middle East/Africa
17659,13941,Mezzanine / Debt,Western Europe
44312,13941,Secondaries,North America
4299,13941,Secondaries,Asia-Pacific
44990,13941,Secondaries,Central/Eastern Europe
32878,13941,Secondaries,Latin America
4548,13941,Secondaries,Middle East/Africa
14115,13941,Secondaries,Western Europe
3074,13941,Venture Capital / Growth Equity,North America
42217,13941,Venture Capital / Growth Equity,Asia-Pacific
39737,13941,Venture Capital / Growth Equity,Central/Eastern Europe
41313,13941,Venture Capital / Growth Equity,Latin America
38378,13941,Venture Capital / Growth Equity,Middle East/Africa
9387,13941,Venture Capital / Growth Equity,Western Europe
16866,13942,Distressed / Turnaround,North America
48907,13942,Distressed / Turnaround,Western Europe
32170,13942,Distressed / Turnaround,Central/Eastern Europe
37263,13942,Distressed / Turnaround,Middle East/Africa
17205,13942,Distressed / Turnaround,Asia-Pacific
29672,13942,Distressed / Turnaround,Latin America
26209,13942,Fund of Funds / Co-Investment,North America
14280,13942,Fund of Funds / Co-Investment,Western Europe
44981,13942,Fund of Funds / Co-Investment,Central/Eastern Europe
26416,13942,Fund of Funds / Co-Investment,Middle East/Africa
43472,13942,Fund of Funds / Co-Investment,Asia-Pacific
31854,13942,Fund of Funds / Co-Investment,Latin America
41421,13942,Secondaries,North America
19621,13942,Secondaries,Western Europe
40808,13942,Secondaries,Central/Eastern Europe
38145,13942,Secondaries,Middle East/Africa
44822,13942,Secondaries,Asia-Pacific
23718,13942,Secondaries,Latin America
22183,13945,Fund of Funds / Co-Investment,North America
46030,13945,Fund of Funds / Co-Investment,Asia-Pacific
274,13945,Fund of Funds / Co-Investment,Central/Eastern Europe
17375,13945,Fund of Funds / Co-Investment,Latin America
22263,13945,Fund of Funds / Co-Investment,Middle East/Africa
17694,13945,Fund of Funds / Co-Investment,Western Europe
25421,13945,Mezzanine / Debt,North America
2879,13945,Mezzanine / Debt,Asia-Pacific
48384,13945,Mezzanine / Debt,Central/Eastern Europe
42197,13945,Mezzanine / Debt,Latin America
23630,13945,Mezzanine / Debt,Middle East/Africa
29484,13945,Mezzanine / Debt,Western Europe
41219,13945,Venture Capital / Growth Equity,North America
17652,13945,Venture Capital / Growth Equity,Asia-Pacific
1930,13945,Venture Capital / Growth Equity,Central/Eastern Europe
43964,13945,Venture Capital / Growth Equity,Latin America
19832,13945,Venture Capital / Growth Equity,Middle East/Africa
8644,13945,Venture Capital / Growth Equity,Western Europe
11485,13950,Buyout / Corporate Private Equity,North America
41263,13950,Buyout / Corporate Private Equity,Asia-Pacific
8700,13950,Buyout / Corporate Private Equity,Central/Eastern Europe
11601,13950,Buyout / Corporate Private Equity,Latin America
19742,13950,Buyout / Corporate Private Equity,Middle East/Africa
35893,13950,Buyout / Corporate Private Equity,Western Europe
25776,13950,Fund of Funds / Co-Investment,North America
18800,13950,Fund of Funds / Co-Investment,Asia-Pacific
48400,13950,Fund of Funds / Co-Investment,Central/Eastern Europe
35266,13950,Fund of Funds / Co-Investment,Latin America
45648,13950,Fund of Funds / Co-Investment,Middle East/Africa
1700,13950,Fund of Funds / Co-Investment,Western Europe
8217,13950,Mezzanine / Debt,North America
12667,13950,Mezzanine / Debt,Asia-Pacific
30702,13950,Mezzanine / Debt,Central/Eastern Europe
20188,13950,Mezzanine / Debt,Latin America
31788,13950,Mezzanine / Debt,Middle East/Africa
6082,13950,Mezzanine / Debt,Western Europe
48540,13950,Secondaries,North America
26991,13950,Secondaries,Asia-Pacific
34927,13950,Secondaries,Central/Eastern Europe
6821,13950,Secondaries,Latin America
8770,13950,Secondaries,Middle East/Africa
4142,13950,Secondaries,Western Europe
27138,13950,Venture Capital / Growth Equity,North America
13780,13950,Venture Capital / Growth Equity,Asia-Pacific
34940,13950,Venture Capital / Growth Equity,Central/Eastern Europe
17774,13950,Venture Capital / Growth Equity,Latin America
11458,13950,Venture Capital / Growth Equity,Middle East/Africa
14494,13950,Venture Capital / Growth Equity,Western Europe
17513,13952,Venture Capital / Growth Equity,North America
42059,13954,Buyout / Corporate Private Equity,North America
28841,13954,Buyout / Corporate Private Equity,Middle East/Africa
34692,13954,Venture Capital / Growth Equity,North America
19462,13954,Venture Capital / Growth Equity,Middle East/Africa
48332,13961,Venture Capital / Growth Equity,North America
29297,13961,Venture Capital / Growth Equity,Asia-Pacific
511,13961,Venture Capital / Growth Equity,Central/Eastern Europe
45183,13961,Venture Capital / Growth Equity,Latin America
30500,13961,Venture Capital / Growth Equity,Middle East/Africa
33427,13961,Venture Capital / Growth Equity,Western Europe
34736,13962,Venture Capital / Growth Equity,North America
38816,13964,Buyout / Corporate Private Equity,North America
18198,13964,Buyout / Corporate Private Equity,Asia-Pacific
32466,13964,Buyout / Corporate Private Equity,Central/Eastern Europe
2308,13964,Buyout / Corporate Private Equity,Latin America
12779,13964,Buyout / Corporate Private Equity,Middle East/Africa
33877,13964,Buyout / Corporate Private Equity,Western Europe
196,13964,Fund of Funds / Co-Investment,North America
431,13964,Fund of Funds / Co-Investment,Asia-Pacific
30033,13964,Fund of Funds / Co-Investment,Central/Eastern Europe
11217,13964,Fund of Funds / Co-Investment,Latin America
49365,13964,Fund of Funds / Co-Investment,Middle East/Africa
15921,13964,Fund of Funds / Co-Investment,Western Europe
47150,13964,Venture Capital / Growth Equity,North America
17108,13964,Venture Capital / Growth Equity,Asia-Pacific
13320,13964,Venture Capital / Growth Equity,Central/Eastern Europe
19412,13964,Venture Capital / Growth Equity,Latin America
38788,13964,Venture Capital / Growth Equity,Middle East/Africa
33728,13964,Venture Capital / Growth Equity,Western Europe
25048,13965,Buyout / Corporate Private Equity,North America
41199,13965,Buyout / Corporate Private Equity,Asia-Pacific
46148,13965,Buyout / Corporate Private Equity,Middle East/Africa
30811,13965,Buyout / Corporate Private Equity,Western Europe
3334,13965,Mezzanine / Debt,North America
3133,13965,Mezzanine / Debt,Asia-Pacific
1426,13965,Mezzanine / Debt,Middle East/Africa
3115,13965,Mezzanine / Debt,Western Europe
32112,13965,Secondaries,North America
2359,13965,Secondaries,Asia-Pacific
44580,13965,Secondaries,Middle East/Africa
6444,13965,Secondaries,Western Europe
31913,13965,Venture Capital / Growth Equity,North America
31197,13965,Venture Capital / Growth Equity,Asia-Pacific
22456,13965,Venture Capital / Growth Equity,Middle East/Africa
25372,13965,Venture Capital / Growth Equity,Western Europe
5882,13966,Buyout / Corporate Private Equity,North America
13877,13966,Buyout / Corporate Private Equity,Asia-Pacific
23248,13966,Buyout / Corporate Private Equity,Central/Eastern Europe
6520,13966,Buyout / Corporate Private Equity,Latin America
46177,13966,Buyout / Corporate Private Equity,Middle East/Africa
21210,13966,Buyout / Corporate Private Equity,Western Europe
31349,13966,Distressed / Turnaround,North America
16768,13966,Distressed / Turnaround,Asia-Pacific
3558,13966,Distressed / Turnaround,Central/Eastern Europe
22082,13966,Distressed / Turnaround,Latin America
21638,13966,Distressed / Turnaround,Middle East/Africa
39792,13966,Distressed / Turnaround,Western Europe
43740,13966,Fund of Funds / Co-Investment,North America
32921,13966,Fund of Funds / Co-Investment,Asia-Pacific
47021,13966,Fund of Funds / Co-Investment,Central/Eastern Europe
1102,13966,Fund of Funds / Co-Investment,Latin America
13503,13966,Fund of Funds / Co-Investment,Middle East/Africa
34421,13966,Fund of Funds / Co-Investment,Western Europe
29402,13966,Mezzanine / Debt,North America
7554,13966,Mezzanine / Debt,Asia-Pacific
10872,13966,Mezzanine / Debt,Central/Eastern Europe
39699,13966,Mezzanine / Debt,Latin America
32411,13966,Mezzanine / Debt,Middle East/Africa
9260,13966,Mezzanine / Debt,Western Europe
19135,13966,Secondaries,North America
30702,13966,Secondaries,Asia-Pacific
192,13966,Secondaries,Central/Eastern Europe
1354,13966,Secondaries,Latin America
1290,13966,Secondaries,Middle East/Africa
3388,13966,Secondaries,Western Europe
8440,13966,Venture Capital / Growth Equity,North America
36122,13966,Venture Capital / Growth Equity,Asia-Pacific
30244,13966,Venture Capital / Growth Equity,Central/Eastern Europe
34354,13966,Venture Capital / Growth Equity,Latin America
4611,13966,Venture Capital / Growth Equity,Middle East/Africa
23432,13966,Venture Capital / Growth Equity,Western Europe
40608,13967,Buyout / Corporate Private Equity,North America
48696,13967,Buyout / Corporate Private Equity,Asia-Pacific
11626,13967,Buyout / Corporate Private Equity,Central/Eastern Europe
10076,13967,Buyout / Corporate Private Equity,Latin America
41580,13967,Buyout / Corporate Private Equity,Middle East/Africa
21785,13967,Buyout / Corporate Private Equity,Western Europe
33075,13967,Fund of Funds / Co-Investment,North America
7990,13967,Fund of Funds / Co-Investment,Asia-Pacific
5283,13967,Fund of Funds / Co-Investment,Central/Eastern Europe
34196,13967,Fund of Funds / Co-Investment,Latin America
36324,13967,Fund of Funds / Co-Investment,Middle East/Africa
730,13967,Fund of Funds / Co-Investment,Western Europe
11905,13967,Mezzanine / Debt,North America
35646,13967,Mezzanine / Debt,Asia-Pacific
25925,13967,Mezzanine / Debt,Central/Eastern Europe
30329,13967,Mezzanine / Debt,Latin America
6189,13967,Mezzanine / Debt,Middle East/Africa
43755,13967,Mezzanine / Debt,Western Europe
43994,13967,Venture Capital / Growth Equity,North America
49628,13967,Venture Capital / Growth Equity,Asia-Pacific
40339,13967,Venture Capital / Growth Equity,Central/Eastern Europe
48257,13967,Venture Capital / Growth Equity,Latin America
11327,13967,Venture Capital / Growth Equity,Middle East/Africa
35899,13967,Venture Capital / Growth Equity,Western Europe
817,13968,Buyout / Corporate Private Equity,North America
45794,13968,Buyout / Corporate Private Equity,Central/Eastern Europe
39377,13968,Buyout / Corporate Private Equity,Middle East/Africa
37257,13968,Buyout / Corporate Private Equity,Western Europe
42792,13968,Distressed / Turnaround,North America
1048,13968,Distressed / Turnaround,Central/Eastern Europe
14573,13968,Distressed / Turnaround,Middle East/Africa
25530,13968,Distressed / Turnaround,Western Europe
36552,13968,Mezzanine / Debt,North America
48614,13968,Mezzanine / Debt,Central/Eastern Europe
44400,13968,Mezzanine / Debt,Middle East/Africa
26940,13968,Mezzanine / Debt,Western Europe
5784,13968,Venture Capital / Growth Equity,North America
46158,13968,Venture Capital / Growth Equity,Central/Eastern Europe
12679,13968,Venture Capital / Growth Equity,Middle East/Africa
6726,13968,Venture Capital / Growth Equity,Western Europe
25510,13974,Buyout / Corporate Private Equity,North America
26068,13974,Buyout / Corporate Private Equity,Asia-Pacific
1990,13974,Buyout / Corporate Private Equity,Central/Eastern Europe
30499,13974,Buyout / Corporate Private Equity,Latin America
32959,13974,Buyout / Corporate Private Equity,Middle East/Africa
33567,13974,Buyout / Corporate Private Equity,Western Europe
22321,13974,Distressed / Turnaround,North America
10465,13974,Distressed / Turnaround,Asia-Pacific
27461,13974,Distressed / Turnaround,Central/Eastern Europe
33137,13974,Distressed / Turnaround,Latin America
46732,13974,Distressed / Turnaround,Middle East/Africa
43770,13974,Distressed / Turnaround,Western Europe
39109,13974,Fund of Funds / Co-Investment,North America
2013,13974,Fund of Funds / Co-Investment,Asia-Pacific
30975,13974,Fund of Funds / Co-Investment,Central/Eastern Europe
20642,13974,Fund of Funds / Co-Investment,Latin America
49476,13974,Fund of Funds / Co-Investment,Middle East/Africa
18369,13974,Fund of Funds / Co-Investment,Western Europe
22577,13974,Mezzanine / Debt,North America
37474,13974,Mezzanine / Debt,Asia-Pacific
43130,13974,Mezzanine / Debt,Central/Eastern Europe
38498,13974,Mezzanine / Debt,Latin America
36304,13974,Mezzanine / Debt,Middle East/Africa
41012,13974,Mezzanine / Debt,Western Europe
43097,13974,Secondaries,North America
3698,13974,Secondaries,Asia-Pacific
28027,13974,Secondaries,Central/Eastern Europe
7646,13974,Secondaries,Latin America
36913,13974,Secondaries,Middle East/Africa
26180,13974,Secondaries,Western Europe
446,13982,Buyout / Corporate Private Equity,North America
24138,13982,Buyout / Corporate Private Equity,Asia-Pacific
10049,13982,Buyout / Corporate Private Equity,Central/Eastern Europe
21529,13982,Buyout / Corporate Private Equity,Latin America
30445,13982,Buyout / Corporate Private Equity,Middle East/Africa
18890,13982,Buyout / Corporate Private Equity,Western Europe
5766,13982,Distressed / Turnaround,North America
1222,13982,Distressed / Turnaround,Asia-Pacific
45191,13982,Distressed / Turnaround,Central/Eastern Europe
40192,13982,Distressed / Turnaround,Latin America
28200,13982,Distressed / Turnaround,Middle East/Africa
35847,13982,Distressed / Turnaround,Western Europe
38329,13982,Fund of Funds / Co-Investment,North America
34576,13982,Fund of Funds / Co-Investment,Asia-Pacific
27008,13982,Fund of Funds / Co-Investment,Central/Eastern Europe
8467,13982,Fund of Funds / Co-Investment,Latin America
13619,13982,Fund of Funds / Co-Investment,Middle East/Africa
36757,13982,Fund of Funds / Co-Investment,Western Europe
4790,13982,Mezzanine / Debt,North America
13036,13982,Mezzanine / Debt,Asia-Pacific
44753,13982,Mezzanine / Debt,Central/Eastern Europe
40473,13982,Mezzanine / Debt,Latin America
33714,13982,Mezzanine / Debt,Middle East/Africa
39031,13982,Mezzanine / Debt,Western Europe
513,13982,Venture Capital / Growth Equity,North America
7309,13982,Venture Capital / Growth Equity,Asia-Pacific
17481,13982,Venture Capital / Growth Equity,Central/Eastern Europe
25135,13982,Venture Capital / Growth Equity,Latin America
5601,13982,Venture Capital / Growth Equity,Middle East/Africa
26348,13982,Venture Capital / Growth Equity,Western Europe
46921,13987,Fund of Funds / Co-Investment,North America
5548,13987,Fund of Funds / Co-Investment,Asia-Pacific
15855,13987,Fund of Funds / Co-Investment,Central/Eastern Europe
46652,13987,Fund of Funds / Co-Investment,Latin America
25063,13987,Fund of Funds / Co-Investment,Middle East/Africa
35087,13987,Fund of Funds / Co-Investment,Western Europe
25041,13987,Secondaries,North America
44653,13987,Secondaries,Asia-Pacific
23751,13987,Secondaries,Central/Eastern Europe
22026,13987,Secondaries,Latin America
32417,13987,Secondaries,Middle East/Africa
11576,13987,Secondaries,Western Europe
17901,13987,Venture Capital / Growth Equity,North America
2954,13987,Venture Capital / Growth Equity,Asia-Pacific
19938,13987,Venture Capital / Growth Equity,Central/Eastern Europe
45327,13987,Venture Capital / Growth Equity,Latin America
39293,13987,Venture Capital / Growth Equity,Middle East/Africa
45283,13987,Venture Capital / Growth Equity,Western Europe
45310,13989,Buyout / Corporate Private Equity,North America
545,13989,Buyout / Corporate Private Equity,Western Europe
8702,13989,Venture Capital / Growth Equity,North America
18656,13989,Venture Capital / Growth Equity,Western Europe
32321,13990,Buyout / Corporate Private Equity,North America
18099,13990,Distressed / Turnaround,North America
7794,13990,Fund of Funds / Co-Investment,North America
38764,13990,Mezzanine / Debt,North America
31162,13990,Secondaries,North America
10206,13990,Venture Capital / Growth Equity,North America
37528,13991,Buyout / Corporate Private Equity,North America
37498,13991,Buyout / Corporate Private Equity,Asia-Pacific
46922,13991,Buyout / Corporate Private Equity,Central/Eastern Europe
9020,13991,Buyout / Corporate Private Equity,Latin America
24628,13991,Buyout / Corporate Private Equity,Middle East/Africa
28082,13991,Buyout / Corporate Private Equity,Western Europe
17797,13991,Fund of Funds / Co-Investment,North America
35619,13991,Fund of Funds / Co-Investment,Asia-Pacific
11325,13991,Fund of Funds / Co-Investment,Central/Eastern Europe
47569,13991,Fund of Funds / Co-Investment,Latin America
8112,13991,Fund of Funds / Co-Investment,Middle East/Africa
31210,13991,Fund of Funds / Co-Investment,Western Europe
38184,13991,Mezzanine / Debt,North America
14580,13991,Mezzanine / Debt,Asia-Pacific
35247,13991,Mezzanine / Debt,Central/Eastern Europe
40102,13991,Mezzanine / Debt,Latin America
9553,13991,Mezzanine / Debt,Middle East/Africa
24114,13991,Mezzanine / Debt,Western Europe
3578,13991,Secondaries,North America
46429,13991,Secondaries,Asia-Pacific
24496,13991,Secondaries,Central/Eastern Europe
41972,13991,Secondaries,Latin America
26625,13991,Secondaries,Middle East/Africa
18019,13991,Secondaries,Western Europe
33307,13991,Venture Capital / Growth Equity,North America
6600,13991,Venture Capital / Growth Equity,Asia-Pacific
24340,13991,Venture Capital / Growth Equity,Central/Eastern Europe
23833,13991,Venture Capital / Growth Equity,Latin America
33197,13991,Venture Capital / Growth Equity,Middle East/Africa
38432,13991,Venture Capital / Growth Equity,Western Europe
31206,13992,Buyout / Corporate Private Equity,North America
28961,13992,Buyout / Corporate Private Equity,Asia-Pacific
36609,13992,Buyout / Corporate Private Equity,Central/Eastern Europe
45937,13992,Buyout / Corporate Private Equity,Latin America
8000,13992,Buyout / Corporate Private Equity,Middle East/Africa
22220,13992,Buyout / Corporate Private Equity,Western Europe
35711,13992,Distressed / Turnaround,North America
15113,13992,Distressed / Turnaround,Asia-Pacific
38039,13992,Distressed / Turnaround,Central/Eastern Europe
44336,13992,Distressed / Turnaround,Latin America
42318,13992,Distressed / Turnaround,Middle East/Africa
12770,13992,Distressed / Turnaround,Western Europe
28832,13992,Fund of Funds / Co-Investment,North America
24076,13992,Fund of Funds / Co-Investment,Asia-Pacific
8829,13992,Fund of Funds / Co-Investment,Central/Eastern Europe
6624,13992,Fund of Funds / Co-Investment,Latin America
15297,13992,Fund of Funds / Co-Investment,Middle East/Africa
36291,13992,Fund of Funds / Co-Investment,Western Europe
4965,13992,Venture Capital / Growth Equity,North America
35899,13992,Venture Capital / Growth Equity,Asia-Pacific
45481,13992,Venture Capital / Growth Equity,Central/Eastern Europe
40912,13992,Venture Capital / Growth Equity,Latin America
9060,13992,Venture Capital / Growth Equity,Middle East/Africa
27837,13992,Venture Capital / Growth Equity,Western Europe
2062,13995,Buyout / Corporate Private Equity,North America
49705,13995,Distressed / Turnaround,North America
38485,13995,Mezzanine / Debt,North America
4826,13995,Other,North America
5932,13995,Venture Capital / Growth Equity,North America
26409,14005,Venture Capital / Growth Equity,North America
9214,14010,Fund of Funds / Co-Investment,North America
4170,14015,Fund of Funds / Co-Investment,North America
44837,14015,Fund of Funds / Co-Investment,Asia-Pacific
521,14015,Fund of Funds / Co-Investment,Central/Eastern Europe
556,14015,Fund of Funds / Co-Investment,Latin America
12121,14015,Fund of Funds / Co-Investment,Middle East/Africa
22274,14015,Fund of Funds / Co-Investment,Western Europe
42034,14015,Secondaries,North America
37507,14015,Venture Capital / Growth Equity,North America
35646,14015,Venture Capital / Growth Equity,Asia-Pacific
28090,14015,Venture Capital / Growth Equity,Central/Eastern Europe
6649,14015,Venture Capital / Growth Equity,Latin America
37495,14015,Venture Capital / Growth Equity,Middle East/Africa
11387,14015,Venture Capital / Growth Equity,Western Europe
43647,14026,Buyout / Corporate Private Equity,North America
29404,14026,Buyout / Corporate Private Equity,Asia-Pacific
37796,14026,Buyout / Corporate Private Equity,Central/Eastern Europe
47562,14026,Buyout / Corporate Private Equity,Latin America
13121,14026,Buyout / Corporate Private Equity,Middle East/Africa
45331,14026,Buyout / Corporate Private Equity,Western Europe
23095,14026,Distressed / Turnaround,North America
5330,14026,Distressed / Turnaround,Asia-Pacific
13203,14026,Distressed / Turnaround,Central/Eastern Europe
41891,14026,Distressed / Turnaround,Latin America
27746,14026,Distressed / Turnaround,Middle East/Africa
39010,14026,Distressed / Turnaround,Western Europe
27328,14026,Fund of Funds / Co-Investment,North America
42123,14026,Fund of Funds / Co-Investment,Asia-Pacific
11281,14026,Fund of Funds / Co-Investment,Central/Eastern Europe
42128,14026,Fund of Funds / Co-Investment,Latin America
16773,14026,Fund of Funds / Co-Investment,Middle East/Africa
12655,14026,Fund of Funds / Co-Investment,Western Europe
41150,14026,Mezzanine / Debt,North America
32080,14026,Mezzanine / Debt,Asia-Pacific
48337,14026,Mezzanine / Debt,Central/Eastern Europe
34603,14026,Mezzanine / Debt,Latin America
26073,14026,Mezzanine / Debt,Middle East/Africa
22204,14026,Mezzanine / Debt,Western Europe
25839,14026,Venture Capital / Growth Equity,North America
12462,14026,Venture Capital / Growth Equity,Asia-Pacific
5371,14026,Venture Capital / Growth Equity,Central/Eastern Europe
18849,14026,Venture Capital / Growth Equity,Latin America
25652,14026,Venture Capital / Growth Equity,Middle East/Africa
8412,14026,Venture Capital / Growth Equity,Western Europe
22527,14028,Fund of Funds / Co-Investment,North America
25811,14028,Fund of Funds / Co-Investment,Western Europe
49171,14029,Buyout / Corporate Private Equity,North America
33349,14029,Distressed / Turnaround,North America
44174,14029,Venture Capital / Growth Equity,North America
7194,14031,Buyout / Corporate Private Equity,North America
46641,14031,Buyout / Corporate Private Equity,Asia-Pacific
49270,14031,Buyout / Corporate Private Equity,Central/Eastern Europe
4929,14031,Buyout / Corporate Private Equity,Latin America
1492,14031,Buyout / Corporate Private Equity,Middle East/Africa
32125,14031,Buyout / Corporate Private Equity,Western Europe
19090,14031,Fund of Funds / Co-Investment,North America
12169,14031,Fund of Funds / Co-Investment,Asia-Pacific
34824,14031,Fund of Funds / Co-Investment,Central/Eastern Europe
48160,14031,Fund of Funds / Co-Investment,Latin America
48674,14031,Fund of Funds / Co-Investment,Middle East/Africa
20874,14031,Fund of Funds / Co-Investment,Western Europe
49173,14031,Mezzanine / Debt,North America
4905,14031,Mezzanine / Debt,Asia-Pacific
34525,14031,Mezzanine / Debt,Central/Eastern Europe
10049,14031,Mezzanine / Debt,Latin America
10261,14031,Mezzanine / Debt,Middle East/Africa
21659,14031,Mezzanine / Debt,Western Europe
11390,14031,Venture Capital / Growth Equity,North America
16547,14031,Venture Capital / Growth Equity,Asia-Pacific
28618,14031,Venture Capital / Growth Equity,Central/Eastern Europe
17766,14031,Venture Capital / Growth Equity,Latin America
46235,14031,Venture Capital / Growth Equity,Middle East/Africa
42450,14031,Venture Capital / Growth Equity,Western Europe
20561,14032,Venture Capital / Growth Equity,North America
5037,14033,Fund of Funds / Co-Investment,North America
27575,14033,Fund of Funds / Co-Investment,Asia-Pacific
8858,14033,Fund of Funds / Co-Investment,Central/Eastern Europe
33877,14033,Fund of Funds / Co-Investment,Latin America
21741,14033,Fund of Funds / Co-Investment,Middle East/Africa
16248,14033,Fund of Funds / Co-Investment,Western Europe
46756,14033,Mezzanine / Debt,North America
15199,14033,Mezzanine / Debt,Asia-Pacific
28985,14033,Mezzanine / Debt,Central/Eastern Europe
25987,14033,Mezzanine / Debt,Latin America
44394,14033,Mezzanine / Debt,Middle East/Africa
15907,14033,Mezzanine / Debt,Western Europe
4554,14033,Secondaries,North America
25184,14033,Secondaries,Asia-Pacific
40378,14033,Secondaries,Central/Eastern Europe
4144,14033,Secondaries,Latin America
29997,14033,Secondaries,Middle East/Africa
19883,14033,Secondaries,Western Europe
24369,14033,Venture Capital / Growth Equity,North America
38083,14033,Venture Capital / Growth Equity,Asia-Pacific
34925,14033,Venture Capital / Growth Equity,Central/Eastern Europe
187,14033,Venture Capital / Growth Equity,Latin America
47484,14033,Venture Capital / Growth Equity,Middle East/Africa
25085,14033,Venture Capital / Growth Equity,Western Europe
19312,14034,Fund of Funds / Co-Investment,North America
41883,14035,Buyout / Corporate Private Equity,North America
7883,14035,Buyout / Corporate Private Equity,Western Europe
27805,14035,Buyout / Corporate Private Equity,Central/Eastern Europe
9787,14035,Buyout / Corporate Private Equity,Middle East/Africa
2640,14035,Buyout / Corporate Private Equity,Asia-Pacific
1386,14035,Buyout / Corporate Private Equity,Latin America
7924,14035,Distressed / Turnaround,North America
14868,14035,Distressed / Turnaround,Western Europe
43552,14035,Distressed / Turnaround,Central/Eastern Europe
25513,14035,Distressed / Turnaround,Middle East/Africa
48721,14035,Distressed / Turnaround,Asia-Pacific
37931,14035,Distressed / Turnaround,Latin America
30225,14035,Mezzanine / Debt,North America
45736,14035,Mezzanine / Debt,Western Europe
34510,14035,Mezzanine / Debt,Central/Eastern Europe
27844,14035,Mezzanine / Debt,Middle East/Africa
24869,14035,Mezzanine / Debt,Asia-Pacific
44664,14035,Mezzanine / Debt,Latin America
39511,14035,Venture Capital / Growth Equity,North America
5056,14035,Venture Capital / Growth Equity,Western Europe
42875,14035,Venture Capital / Growth Equity,Central/Eastern Europe
25158,14035,Venture Capital / Growth Equity,Middle East/Africa
10467,14035,Venture Capital / Growth Equity,Asia-Pacific
45346,14035,Venture Capital / Growth Equity,Latin America
5189,14038,Buyout / Corporate Private Equity,North America
24975,14038,Buyout / Corporate Private Equity,Asia-Pacific
19677,14038,Buyout / Corporate Private Equity,Central/Eastern Europe
18651,14038,Buyout / Corporate Private Equity,Latin America
37635,14038,Buyout / Corporate Private Equity,Middle East/Africa
43681,14038,Buyout / Corporate Private Equity,Western Europe
14564,14038,Venture Capital / Growth Equity,North America
24993,14038,Venture Capital / Growth Equity,Asia-Pacific
24793,14038,Venture Capital / Growth Equity,Central/Eastern Europe
14197,14038,Venture Capital / Growth Equity,Latin America
32755,14038,Venture Capital / Growth Equity,Middle East/Africa
816,14038,Venture Capital / Growth Equity,Western Europe
44517,14039,Fund of Funds / Co-Investment,North America
16501,14039,Fund of Funds / Co-Investment,Asia-Pacific
29103,14039,Fund of Funds / Co-Investment,Central/Eastern Europe
29687,14039,Fund of Funds / Co-Investment,Latin America
16568,14039,Fund of Funds / Co-Investment,Middle East/Africa
42606,14039,Fund of Funds / Co-Investment,Western Europe
25737,14039,Mezzanine / Debt,North America
43922,14039,Mezzanine / Debt,Asia-Pacific
15464,14039,Mezzanine / Debt,Central/Eastern Europe
33547,14039,Mezzanine / Debt,Latin America
