,lp_id,type_id
3692,18949,5
3693,18950,5
3694,18951,5
3695,18953,3
3696,18954,1
3697,18955,5
3698,18956,3
3699,18958,5
3700,18959,5
3701,18960,3
3702,18961,5
3703,18962,5
3704,18964,5
3705,18966,5
3706,18967,5
3707,18968,5
3708,18980,8
3709,19031,9
3710,19032,9
3711,19034,5
3712,19035,5
3713,19038,1
3714,19048,25
3715,19059,5
3716,19063,1
3717,19071,9
3718,19086,9
3719,19097,3
3720,19107,3
3721,19108,12
3722,19122,8
3723,19123,12
3724,19127,1
3725,19148,3
3726,19154,3
3727,19157,19
3728,19166,20
3729,19172,9
3730,19200,4
3731,19225,20
3732,19332,23
3733,19345,1
3734,19350,8
3735,19388,12
3736,19419,4
3737,19501,9
3738,19517,8
3739,19544,1
3740,19567,25
3741,19594,1
3742,19619,18
3743,19626,9
3744,19732,13
3745,19739,17
3746,19752,1
3747,19767,4
3748,19800,5
3749,19813,12
3750,19867,19
3751,19874,3
3752,19876,3
3753,19912,25
3754,19968,13
3755,19982,26
3756,19996,25
3757,20018,20
3758,20020,20
3759,20037,9
3760,20043,26
3761,20065,8
3762,20082,9
3763,20099,12
3764,20112,4
3765,20113,4
3766,20116,27
3767,20133,8
3768,20139,4
3769,20141,4
3770,20163,5
3771,20170,9
3772,20187,4
3773,20213,9
3774,20217,12
3775,20229,25
3776,20263,3
3777,20306,5
3778,20320,9
3779,20340,12
3780,20345,25
3781,20375,9
3782,20378,4
3783,20381,3
3784,20488,27
3785,20493,12
3786,20519,12
3787,20552,26
3788,20558,26
3789,20580,9
3790,20592,8
3791,20594,26
3792,20597,3
3793,20602,26
3794,20603,26
3795,20610,26
3796,20625,4
3797,20626,4
3798,20630,4
3799,20632,4
3800,20633,4
3801,20634,4
3802,20635,4
3803,20636,4
3804,20641,4
3805,20642,4
3806,20643,4
3807,20646,9
3808,20647,4
3809,20648,4
3810,20650,4
3811,20651,4
3812,20652,4
3813,20653,4
3814,20655,4
3815,20656,4
3816,20657,4
3817,20658,4
3818,20662,4
3819,20666,4
3820,20667,4
3821,20675,4
3822,20676,4
3823,20677,4
3824,20678,1
3825,20679,4
3826,20680,4
3827,20682,4
3828,20683,4
3829,20684,4
3830,20685,4
3831,20687,4
3832,20689,4
3833,20690,4
3834,20691,4
3835,20692,4
3836,20693,4
3837,20694,4
3838,20695,4
3839,20696,4
3840,20697,4
3841,20698,4
3842,20699,4
3843,20701,4
3844,20702,4
3845,20703,4
3846,20705,4
3847,20706,4
3848,20710,4
3849,20711,4
3850,20713,4
3851,20715,4
3852,20716,4
3853,20717,4
3854,20719,4
3855,20722,4
3856,20723,4
3857,20724,4
3858,20725,4
3859,20727,9
3860,20728,4
3861,20730,4
3862,20737,4
3863,20738,1
3864,20741,4
3865,20742,4
3866,20744,4
3867,20745,4
3868,20746,4
3869,20747,4
3870,20772,3
3871,20868,3
3872,20887,12
3873,20893,4
3874,20996,4
3875,20997,4
3876,21068,3
3877,21119,4
3878,21120,4
3879,21121,4
3880,21122,4
3881,21124,4
3882,21125,4
3883,21132,4
3884,21136,4
3885,21137,4
3886,21138,4
3887,21139,4
3888,21141,4
3889,21143,4
3890,21144,4
3891,21145,4
3892,21146,9
3893,21150,25
3894,21151,4
3895,21152,4
3896,21154,9
3897,21156,5
3898,21157,4
3899,21158,4
3900,21159,4
3901,21161,4
3902,21162,4
3903,21163,4
3904,21164,1
3905,21165,4
3906,21166,4
3907,21167,4
3908,21168,4
3909,21169,4
3910,21171,4
3911,21173,4
3912,21177,4
3913,21178,4
3914,21179,4
3915,21180,4
3916,21181,4
3917,21182,4
3918,21183,9
3919,21188,4
3920,21189,4
3921,21190,4
3922,21191,4
3923,21192,4
3924,21193,4
3925,21195,4
3926,21196,4
3927,21197,4
3928,21198,4
3929,21199,4
3930,21200,4
3931,21202,4
3932,21203,4
3933,21204,4
3934,21205,4
3935,21206,4
3936,21207,4
3937,21212,4
3938,21214,4
3939,21215,4
3940,21216,4
3941,21217,4
3942,21218,4
3943,21219,4
3944,21220,4
3945,21222,4
3946,21223,4
3947,21224,4
3948,21225,4
3949,21226,4
3950,21227,4
3951,21228,4
3952,21229,4
3953,21230,4
3954,21231,4
3955,21232,4
3956,21237,4
3957,21238,4
3958,21239,4
3959,21240,4
3960,21242,4
3961,21243,4
3962,21246,4
3963,21247,4
3964,21249,4
3965,21250,4
3966,21251,4
3967,21252,4
3968,21257,4
3969,21258,4
3970,21260,4
3971,21261,4
3972,21263,4
3973,21265,4
3974,21266,4
3975,21267,4
3976,21268,4
3977,21269,4
3978,21270,4
3979,21271,4
3980,21273,4
3981,21275,4
3982,21276,4
3983,21278,4
3984,21280,4
3985,21281,4
3986,21285,4
3987,21287,4
3988,21289,4
3989,21294,9
3990,21295,4
3991,21296,4
3992,21297,4
3993,21298,4
3994,21299,9
3995,21300,4
3996,21301,4
3997,21302,4
3998,21303,9
3999,21304,4
4000,21305,4
4001,21307,4
4002,21308,4
4003,21309,4
4004,21310,4
4005,21311,4
4006,21313,4
4007,21314,4
4008,21315,4
4009,21317,4
4010,21319,4
4011,21320,4
4012,21321,4
4013,21322,4
4014,21323,4
4015,21324,4
4016,21325,4
4017,21326,4
4018,21328,4
4019,21329,4
4020,21330,4
4021,21331,4
4022,21332,4
4023,21333,4
4024,21334,4
4025,21335,4
4026,21336,4
4027,21337,4
4028,21338,4
4029,21339,4
4030,21340,4
4031,21345,26
4032,21367,27
4033,21371,9
4034,21372,4
4035,21379,12
4036,21394,4
4037,21397,4
4038,21413,4
4039,21414,4
4040,21435,4
4041,21442,4
4042,21444,4
4043,21456,4
4044,21486,5
4045,21487,5
4046,21488,5
4047,21490,12
4048,21491,12
4049,21493,12
4050,21495,12
4051,21498,3
4052,21504,8
4053,21515,5
4054,21533,5
4055,21534,5
4056,21541,12
4057,21546,8
4058,21547,8
4059,21553,12
4060,21555,12
4061,21572,3
4062,21596,3
4063,21611,13
4064,21645,26
4065,21867,5
4066,21871,25
4067,21877,9
4068,21878,9
4069,21881,20
4070,21882,9
4071,21908,4
4072,21921,3
4073,21925,3
4074,21933,1
4075,21948,5
4076,21949,1
4077,21955,13
4078,21957,4
4079,21962,26
4080,21963,9
4081,21964,4
4082,21965,9
4083,21966,4
4084,21968,9
4085,21974,9
4086,21975,9
4087,21980,4
4088,21988,9
4089,21989,25
4090,21990,4
4091,21992,4
4092,21994,4
4093,21995,4
4094,21997,4
4095,21998,9
4096,22000,9
4097,22001,9
4098,22004,9
4099,22005,5
4100,22006,9
4101,22007,9
4102,22008,4
4103,22020,8
4104,22022,18
4105,22037,9
4106,22045,4
4107,22051,4
4108,22052,4
4109,22077,20
4110,22079,3
4111,22081,3
4112,22103,4
4113,22124,5
4114,22125,5
4115,22158,9
4116,22186,3
4117,22188,25
4118,22189,12
4119,22196,3
4120,22203,12
4121,22242,18
4122,22287,9
4123,22291,26
4124,22311,3
4125,22342,3
4126,22404,3
4127,22405,3
4128,22416,9
4129,22421,5
4130,22422,9
4131,22449,3
4132,22568,20
4133,22584,4
4134,22631,17
4135,22723,4
4136,22724,9
4137,22725,9
4138,22750,3
4139,22756,5
4140,22848,9
4141,22849,9
4142,22850,9
4143,22873,9
4144,22878,9
4145,22977,26
